Symbol,SymbolID,SymbolValue,Exchange,ShortName,PrimarySymbol,CompanyId,StandardName,LastPrice,LastVolume,MarketCap,StockType,StyleBox,StyleScore,SizeScore,FinancialHealthGrade,GrowthGrade,GrowthScore,EconomySphereCode,ProfitabilityGrade,ValueScore,IsShortable,ListingDate,SectorName,IndustryGroupName,IndustryName,SectorETF,IndustryGroupETF,IndustryETF,DollarVolume,QCSymbol,QCSymbolID,NewsSourceSymbol
JILL WIPJPUBSZ2P1,JILL WIPJPUBSZ2P1,JILL,NYS,J.Jill,JILL,0C0000B7KG,J.Jill Inc,25.83,155997,2.70E+08,3,7,78.80066,-88.94304,C,D,41.44499,1,F,57.72687,Yes,2017-03-09,ConsumerCyclical,RetailCyclical,ApparelRetail,XLY,XRT,XRT,4.03E+06,JILL,JILL WIPJPUBSZ2P1,JILL.BenzingaNews WIPJPUBSZ2P0
PLYA WITHI7SHA3C5,PLYA WITHI7SHA3C5,PLYA,NAS,Playa Hotels & Resorts,PLYA,0C0000AZAS,Playa Hotels & Resorts NV,8.1,786880,1.11E+09,0,7,94.79417,70.89894,C,D,29.86222,1,F,41.53267,Yes,2017-03-13,ConsumerCyclical,TravelAndLeisure,ResortsAndCasinos,XLY,PEJ,BJK,6.37E+06,PLYA,PLYA WITHI7SHA3C5,PLYA.BenzingaNews WITHI7SHA3C4
FNTE WITHI7SHA3C5,FNTE WITHI7SHA3C5,IMXI,NAS,IntL Money Express,IMXI,0C0000BHU0,International Money Express Inc,20.89,284971,7.35E+08,1,8,188.2529,-40.00475,C,C,63.77098,3,A,55.88223,Yes,2017-03-13,Technology,Software,SoftwareInfrastructure,XLK,IGV,IGV,5.95E+06,FNTE,FNTE WITHI7SHA3C5,FNTE.BenzingaNews WITHI7SHA3C4
RCM WIVGEEITFLNP,RCM WIVGEEITFLNP,RCM,NAS,R1 RCM,RCM,0C000049K3,R1 RCM Inc,10.69,5953873,4.37E+09,8,9,215.98353,65.37775,C,D,59.23019,2,F,45.21761,Yes,2017-03-15,Healthcare,HealthcareProvidersAndServices,HealthInformationServices,XLV,IHF,IHF,6.36E+07,RCM,RCM WIVGEEITFLNP,RCM.BenzingaNews WIVGEEITFLNO
GOOS WIWFUHVZICTH,GOOS WIWFUHVZICTH,GOOS,TSE,Canada Goose Hldgs,GOOS,0C0000B7P0,Canada Goose Holdings Inc,12.75,2556791,1.28E+09,0,8,184.89484,67.9251,C,C,47.98294,1,D,38.74661,Yes,2017-03-16,ConsumerCyclical,ManufacturingApparelAndAccessories,ApparelManufacturing,XLY,XRT,XRT,3.26E+07,GOOS,GOOS WIWFUHVZICTH,GOOS.BenzingaNews WIWFUHVZICTG
PUMP WIXFAL95L3Z9,PUMP WIXFAL95L3Z9,PUMP,NYS,ProPetro Holding,PUMP,0C0000B7IZ,ProPetro Holding Corp,8.59,2135233,9.40E+08,5,8,140.01533,-21.09296,C,D,68.32871,3,D,71.09239,Yes,2017-03-17,Energy,OilAndGas,OilAndGasEquipmentAndServices,XLE,XLE,XES,1.83E+07,PUMP,PUMP WIXFAL95L3Z9,PUMP.BenzingaNews WIXFAL95L3Z8
AYX WJ4BF8TC4E3P,AYX WJ4BF8TC4E3P,AYX,NYS,Alteryx,AYX,0C0000B7VE,Alteryx Inc,47.82,8430120,3.45E+09,4,8,169.65908,39.21767,C,B,37.2952,3,F,33.51257,Yes,2017-03-24,Technology,Software,SoftwareApplication,XLK,IGV,IGV,4.03E+08,AYX,AYX WJ4BF8TC4E3P,AYX.BenzingaNews WJ4BF8TC4E3O
SPOT WJE5W6H0VXPH,SPOT WJE5W6H0VXPH,SPOT,NYS,Spotify Technology,SPOT,0C0000BELQ,Spotify Technology SA,196.15,2038186,3.75E+10,0,6,384.75347,185.41754,B,B,85.94065,3,F,27.64271,Yes,2017-04-03,CommunicationServices,InteractiveMedia,InternetContentAndInformation,XLC,XLC,PNQI,4.00E+08,SPOT,SPOT WJE5W6H0VXPH,SPOT.BenzingaNews WJE5W6H0VXPG
DXC WJE5W6H0VXPH,DXC WJE5W6H0VXPH,DXC,NYS,DXC Technology,DXC,0C00000AOR,DXC Technology Co,24.97,3743586,4.79E+09,7,7,-11.7317,65.77254,C,D,40.72238,3,F,76.99677,Yes,2017-04-03,Technology,Software,InformationTechnologyServices,XLK,IGV,VGT,9.35E+07,DXC,DXC WJE5W6H0VXPH,DXC.BenzingaNews WJE5W6H0VXPG
HESM WJG4SD7D1G11,HESM WJG4SD7D1G11,HESM,NYS,Hess Midstream,HESM,0C0000AQV8,Hess Midstream LP,31.42,1294933,2.13E+09,5,7,42.00169,24.71227,C,B,40.23608,3,B,64.64438,Yes,2017-04-05,Energy,OilAndGas,OilAndGasMidstream,XLE,XLE,AMLP,4.07E+07,HESM,HESM WJG4SD7D1G11,HESM.BenzingaNews WJG4SD7D1G10
SNDR WJH48GKJ476T,SNDR WJH48GKJ476T,SNDR,NYS,Schneider National,SNDR,0C00003YRU,Schneider National Inc,24.92,680170,4.44E+09,3,7,67.68265,59.22608,B,C,36.97422,3,C,55.71133,Yes,2017-04-06,Industrials,Transportation,Trucking,XLI,IYT,IYT,1.69E+07,SNDR,SNDR WJH48GKJ476T,SNDR.BenzingaNews WJH48GKJ476S
OKTA WJI3OJXP6YCL,OKTA WJI3OJXP6YCL,OKTA,NAS,Okta,OKTA,0C0000B87C,Okta Inc,81.06,4897757,1.38E+10,4,6,364.81601,120.49469,C,B,90.04019,3,F,36.6886,Yes,2017-04-07,Technology,Software,SoftwareInfrastructure,XLK,IGV,IGV,3.97E+08,OKTA,OKTA WJI3OJXP6YCL,OKTA.BenzingaNews WJI3OJXP6YCK
HCC WJO0D44PNHB9,HCC WJO0D44PNHB9,HCC,NYS,Warrior Met Coal,HCC,0C0000B70Y,Warrior Met Coal Inc,55.96,759575,2.95E+09,3,8,191.62058,38.82187,B,C,78.50148,1,D,69.86904,Yes,2017-04-13,BasicMaterials,Steel,CokingCoal,XLB,SLX,XME,4.25E+07,HCC,HCC WJO0D44PNHB9,HCC.BenzingaNews WJO0D44PNHB8
CADE WJO0D44PNHB9,CADE WJO0D44PNHB9,CADE,NYS,Cadence Bank,CADE,0C000006TY,Cadence Bank,31.04,2765033,5.56E+09,3,7,54.78315,66.04811,C,C,39.57588,1,D,61.16161,Yes,2017-04-13,FinancialServices,Banks,BanksRegional,XLF,KBE,KRE,8.58E+07,CADE,CADE WJO0D44PNHB9,CADE.BenzingaNews WJO0D44PNHB8
YEXT WJO0D44PNHB9,YEXT WJO0D44PNHB9,YEXT,NYS,Yext,YEXT,0C0000B86P,Yext Inc,5.64,1158421,6.96E+08,8,8,198.96391,-32.87495,C,C,58.19265,3,F,47.93856,Yes,2017-04-13,Technology,Software,SoftwareInfrastructure,XLK,IGV,IGV,6.53E+06,YEXT,YEXT WJO0D44PNHB9,YEXT.BenzingaNews WJO0D44PNHB8
SSNT WJTX1OBQ409X,SSNT WJTX1OBQ409X,SSNT,NAS,SilverSun Technologies,SSNT,0C00000Z3X,SilverSun Technologies Inc,8.46,503811,4.51E+07,2,8,124.17778,-250.24459,D,C,57.49876,3,D,63.75989,Yes,2017-04-19,Technology,Software,SoftwareApplication,XLK,IGV,IGV,4.26E+06,SSNT,SSNT WJTX1OBQ409X,SSNT.BenzingaNews WJTX1OBQ409W
WTTR WJVVXV229ILH,WTTR WJVVXV229ILH,WTTR,NYS,Select Water Solutions,WTTR,0C0000B70Z,Select Water Solutions Inc,7.45,1457364,7.72E+08,3,7,94.1103,-37.27976,C,D,76.10591,1,F,89.00692,Yes,2017-04-21,BasicMaterials,Chemicals,SpecialtyChemicals,XLB,XLB,XLB,1.09E+07,WTTR,WTTR WJVVXV229ILH,WTTR.BenzingaNews WJVVXV229ILG
FND WK1SMF92Q1K5,FND WK1SMF92Q1K5,FND,NYS,Floor & Decor Hldgs,FND,0C0000ARMV,Floor & Decor Holdings Inc,111.74,2353455,1.19E+10,3,6,245.45297,110.82081,B,B,59.32245,1,C,35.58405,Yes,2017-04-27,ConsumerCyclical,RetailCyclical,HomeImprovementRetail,XLY,XRT,XHB,2.63E+08,FND,FND WK1SMF92Q1K5,FND.BenzingaNews WK1SMF92Q1K4
KAAC WK1SMF92Q1K5,KAAC WK1SMF92Q1K5,KNTK,NYS,Kinetik Holdings,KNTK,0C0000CDA5,Kinetik Holdings Inc,33.22,756185,1.87E+09,5,8,101.57044,19.35241,C,B,56.32992,3,None,67.5835,Yes,2017-04-27,Energy,OilAndGas,OilAndGasMidstream,XLE,XLE,AMLP,2.51E+07,KAAC,KAAC WK1SMF92Q1K5,KAAC.BenzingaNews WK1SMF92Q1K4
ZYME WK2S2IM8SSPX,ZYME WK2S2IM8SSPX,ZYME,NAS,Zymeworks,ZYME,0C0000B8PX,Zymeworks Inc,9.02,364360,6.36E+08,8,9,216.48464,38.69275,C,A,82.4596,2,F,66.63192,Yes,2017-04-28,Healthcare,Biotechnology,Biotechnology,XLV,IBB,IBB,3.29E+06,ZYME,ZYME WK2S2IM8SSPX,ZYME.BenzingaNews WK2S2IM8SSPW
CVNA WK2S2IM8SSPX,CVNA WK2S2IM8SSPX,CVNA,NYS,Carvana,CVNA,0C0000B8PW,Carvana Co,50.62,22938360,5.86E+09,4,7,37.55465,53.40916,D,B,23.13951,1,F,48.52986,Yes,2017-04-28,ConsumerCyclical,VehiclesAndParts,AutoAndTruckDealerships,XLY,CARZ,CARZ,1.16E+09,CVNA,CVNA WK2S2IM8SSPX,CVNA.BenzingaNews WK2S2IM8SSPW
AMGP WK8OR2T99BOL,AMGP WK8OR2T99BOL,AM,NYS,Antero Midstream,AM,0C0000B8MR,Antero Midstream Corp,12.67,2303497,5.95E+09,5,8,101.6437,85.03996,B,C,40.79686,3,D,52.03425,Yes,2017-05-04,Energy,OilAndGas,OilAndGasMidstream,XLE,XLE,AMLP,2.92E+07,AMGP,AMGP WK8OR2T99BOL,AMGP.BenzingaNews WK8OR2T99BOK
BHVN WK8OR2T99BOL,BHVN WK8OR2T99BOL,BHVN,NYS,Biohaven,BHVN,0C0000CKII,Biohaven Ltd,37.65,1391127,3.13E+09,0,0,NaN,NaN,B,None,NaN,2,F,NaN,Yes,2017-05-04,Healthcare,Biotechnology,Biotechnology,XLV,IBB,IBB,5.24E+07,BHVN,BHVN WK8OR2T99BOL,BHVN.BenzingaNews WK8OR2T99BOK
URGN WK8OR2T99BOL,URGN WK8OR2T99BOL,URGN,NAS,UroGen Pharma,URGN,0C0000B8SW,UroGen Pharma Ltd,15.24,232776,4.63E+08,0,9,402.53501,-75.31623,C,A,100.84505,2,F,45.63581,Yes,2017-05-04,Healthcare,Biotechnology,Biotechnology,XLV,IBB,IBB,3.55E+06,URGN,URGN WK8OR2T99BOL,URGN.BenzingaNews WK8OR2T99BOK
SBOW WK9O766FC2UD,SBOW WK9O766FC2UD,SBOW,NYS,SilverBow Resources,SBOW,0C00000CH2,SilverBow Resources Inc,28.55,1015781,7.26E+08,5,7,-25.25995,-33.9517,C,B,46.50539,3,B,85.76726,Yes,2017-05-05,Energy,OilAndGas,OilAndGasEAndP,XLE,XLE,XOP,2.90E+07,SBOW,SBOW WK9O766FC2UD,SBOW.BenzingaNews WK9O766FC2UC
KREF WK9O766FC2UD,KREF WK9O766FC2UD,KREF,NYS,KKR Real Estate Finance,KREF,0C0000B8PY,KKR Real Estate Finance Trust Inc,13.76,530178,9.35E+08,4,7,5.27948,-30.48237,C,C,36.94447,1,D,69.46224,Yes,2017-05-05,RealEstate,REITs,REITMortgage,XLRE,VNQ,MORT,7.30E+06,KREF,KREF WK9O766FC2UD,KREF.BenzingaNews WK9O766FC2UC
ALT WK9O766FC2UD,ALT WK9O766FC2UD,ALT,NAS,Altimmune,ALT,0C00000B8L,Altimmune Inc,7,11292250,4.12E+08,4,7,-8.2121,-125.0169,C,F,6.85071,2,F,42.34786,Yes,2017-05-05,Healthcare,Biotechnology,Biotechnology,XLV,IBB,IBB,7.90E+07,ALT,ALT WK9O766FC2UD,ALT.BenzingaNews WK9O766FC2UC
VST WKELFN09PUN9,VST WKELFN09PUN9,VST,NYS,Vistra,VST,0C0000B5S7,Vistra Corp,37.269896,3722767,1.35E+10,8,5,109.8617,124.71097,C,B,73.62283,2,F,83.52375,Yes,2017-05-10,Utilities,UtilitiesIndependentPowerProducers,UtilitiesIndependentPowerProducers,XLU,QCLN,QCLN,1.39E+08,VST,VST WKELFN09PUN9,VST.BenzingaNews WKELFN09PUN8
SOI WKGKBTQLVCYT,SOI WKGKBTQLVCYT,SOI,NYS,Solaris Oilfield Infra,SOI,0C0000B8A9,Solaris Oilfield Infrastructure Inc,8.3,415309,2.50E+08,5,7,77.1659,-98.75542,C,C,65.08642,3,D,81.72931,Yes,2017-05-12,Energy,OilAndGas,OilAndGasEquipmentAndServices,XLE,XLE,XES,3.45E+06,SOI,SOI WKGKBTQLVCYT,SOI.BenzingaNews WKGKBTQLVCYS
NXE WKLHKAKG94RP,NXE WKLHKAKG94RP,NXE,TSE,NexGen Energy,NXE,0C00009EES,NexGen Energy Ltd,6.97,7314566,3.55E+09,0,6,495.09501,122.23247,A,None,101.48219,3,F,28.66929,Yes,2017-05-17,Energy,OtherEnergySources,Uranium,XLE,QCLN,URA,5.10E+07,NXE,NXE WKLHKAKG94RP,NXE.BenzingaNews WKLHKAKG94RO
SGH WKSDOY4MSEW5,SGH WKSDOY4MSEW5,SGH,NAS,SMART Glb Hldgs,SGH,0C0000B94A,SMART Global Holdings Inc,18.84,1310821,9.63E+08,0,7,51.19386,-29.58228,C,C,23.58887,3,F,45.96724,Yes,2017-05-24,Technology,Semiconductors,Semiconductors,XLK,SOXX,XSD,2.47E+07,SGH,SGH WKSDOY4MSEW5,SGH.BenzingaNews WKSDOY4MSEW4
APPN WKTD51HSV61X,APPN WKTD51HSV61X,APPN,NAS,Appian,APPN,0C000042H3,Appian Corp,37.4,561433,2.80E+09,4,8,137.99315,34.9278,B,B,30.54204,3,F,33.75229,Yes,2017-05-25,Technology,Software,SoftwareInfrastructure,XLK,IGV,IGV,2.10E+07,APPN,APPN WKTD51HSV61X,APPN.BenzingaNews WKTD51HSV61W
JHG WKYADIBN8XUT,JHG WKYADIBN8XUT,JHG,NYS,Janus Henderson Group,JHG,0C00000LQJ,Janus Henderson Group PLC,29.72,1114110,4.90E+09,0,7,32.40075,62.62452,B,C,35.89009,1,C,62.41859,Yes,2017-05-30,FinancialServices,AssetManagement,AssetManagement,XLF,IAI,IAI,3.31E+07,JHG,JHG WKYADIBN8XUT,JHG.BenzingaNews WKYADIBN8XUS
CARS WL099P1ZEG6D,CARS WL099P1ZEG6D,CARS,NYS,Cars.com,CARS,0C0000B98R,Cars.com Inc,19.03,1181173,1.25E+09,3,8,178.4757,-9.19422,C,C,60.48947,1,F,54.75985,Yes,2017-06-01,ConsumerCyclical,VehiclesAndParts,AutoAndTruckDealerships,XLY,CARZ,CARZ,2.25E+07,CARS,CARS WL099P1ZEG6D,CARS.BenzingaNews WL099P1ZEG6C
AMLX WL099P1ZEG6D,AMLX WL099P1ZEG6D,AMLX,NAS,Amylyx Pharma,AMLX,0C0000CC6C,Amylyx Pharmaceuticals Inc,14.73,1345314,9.61E+08,4,9,382.97123,-26.68754,B,None,100.00622,2,None,49.1173,Yes,2017-06-01,Healthcare,Biotechnology,Biotechnology,XLV,IBB,IBB,1.98E+07,AMLX,AMLX WL099P1ZEG6D,AMLX.BenzingaNews WL099P1ZEG6C
SSTI WL65Y98ZUZ51,SSTI WL65Y98ZUZ51,SSTI,NAS,SoundThinking,SSTI,0C0000B952,SoundThinking Inc,25.5,45795,3.22E+08,1,9,252.90965,-93.59766,C,B,60.69206,3,F,38.52499,Yes,2017-06-07,Technology,Software,SoftwareApplication,XLK,IGV,IGV,1.17E+06,SSTI,SSTI WL65Y98ZUZ51,SSTI.BenzingaNews WL65Y98ZUZ50
PLYM WL75ECM5XQAT,PLYM WL75ECM5XQAT,PLYM,NYS,Plymouth Industrial REIT,PLYM,0C0000AOM4,Plymouth Industrial REIT Inc,25.42,589911,1.15E+09,5,8,111.54124,-22.41103,B,F,41.10432,1,F,50.15601,Yes,2017-06-08,RealEstate,REITs,REITIndustrial,XLRE,VNQ,IYR,1.50E+07,PLYM,PLYM WL75ECM5XQAT,PLYM.BenzingaNews WL75ECM5XQAS
CGBD WLD22WT6E99H,CGBD WLD22WT6E99H,CGBD,NAS,Carlyle Secured Lending,CGBD,0C0000AKMA,Carlyle Secured Lending Inc,15.28,273535,7.79E+08,6,7,0.48542,-37.65388,B,B,39.72244,1,B,73.29889,Yes,2017-06-14,FinancialServices,AssetManagement,AssetManagement,XLF,IAI,IAI,4.18E+06,CGBD,CGBD WLD22WT6E99H,CGBD.BenzingaNews WLD22WT6E99G
BOMN WLF0Z3JIJRL1,BOMN WLF0Z3JIJRL1,BOC,NYS,Boston Omaha,BOC,0C0000B5H1,Boston Omaha Corp,16.19,222645,4.97E+08,3,9,245.85438,-67.09025,B,B,55.79617,3,B,35.18713,Yes,2017-06-16,CommunicationServices,MediaDiversified,AdvertisingAgencies,XLC,XLC,XLC,3.60E+06,BOMN,BOMN WLF0Z3JIJRL1,BOMN.BenzingaNews WLF0Z3JIJRL0
SAFE WLKXNNQJ0AJP,SAFE WLKXNNQJ0AJP,SAFE,NYS,Safehold,SAFE,0C0000B8SX,Safehold Inc,23.58,754971,1.62E+09,5,8,106.1947,-1.91412,C,C,37.68931,1,C,47.92169,Yes,2017-06-22,RealEstate,REITs,REITDiversified,XLRE,VNQ,VNQ,1.78E+07,SAFE,SAFE WLKXNNQJ0AJP,SAFE.BenzingaNews WLKXNNQJ0AJO
GPMT WLLX3R3P31PH,GPMT WLLX3R3P31PH,GPMT,NYS,Granite Point Mortgage,GPMT,0C0000B9FN,Granite Point Mortgage Trust Inc,5.92,474462,3.01E+08,4,7,6.21445,-95.12641,D,D,30.35504,1,D,62.66634,Yes,2017-06-23,RealEstate,REITs,REITMortgage,XLRE,VNQ,MORT,2.81E+06,GPMT,GPMT WLLX3R3P31PH,GPMT.BenzingaNews WLLX3R3P31PG
TPGE WLOVG177BB6T,TPGE WLOVG177BB6T,MGY,NYS,Magnolia Oil & Gas,MGY,0C0000B8X1,Magnolia Oil & Gas Corp,21.67,2529444,3.98E+09,5,7,26.12713,58.37816,B,B,36.56653,3,B,64.48045,Yes,2017-06-26,Energy,OilAndGas,OilAndGasEAndP,XLE,XLE,XOP,5.48E+07,TPGE,TPGE WLOVG177BB6T,TPGE.BenzingaNews WLOVG177BB6S
ESQ WLPUW4KDE2CL,ESQ WLPUW4KDE2CL,ESQ,NAS,Esquire Financial Hldgs,ESQ,0C0000B9JB,Esquire Financial Holdings Inc,50,33407,3.96E+08,3,9,225.1715,-76.80845,C,B,72.16084,1,C,56.11926,Yes,2017-06-27,FinancialServices,Banks,BanksRegional,XLF,KBE,KRE,1.67E+06,ESQ,ESQ WLPUW4KDE2CL,ESQ.BenzingaNews WLPUW4KDE2CK
IOVA WLQUC7XJGTID,IOVA WLQUC7XJGTID,IOVA,NAS,Iovance Biotherapeutics,IOVA,0C000014I4,Iovance Biotherapeutics Inc,7.71,10366671,1.99E+09,4,7,93.29095,0.02952,C,None,28.39244,2,F,41.47439,Yes,2017-06-28,Healthcare,Biotechnology,Biotechnology,XLV,IBB,IBB,7.99E+07,IOVA,IOVA WLQUC7XJGTID,IOVA.BenzingaNews WLQUC7XJGTIC
ALRN WLRTSBAPJKO5,ALRN WLRTSBAPJKO5,ALRN,NAS,Aileron Therapeutics,ALRN,0C0000B9L1,Aileron Therapeutics Inc,5.37,2196622,1.86E+07,4,7,-81.39832,-292.35528,C,None,-2.47915,2,F,49.17991,Yes,2017-06-29,Healthcare,Biotechnology,Biotechnology,XLV,IBB,IBB,1.18E+07,ALRN,ALRN WLRTSBAPJKO5,ALRN.BenzingaNews WLRTSBAPJKO4
BY WLST8ENVMBTX,BY WLST8ENVMBTX,BY,NYS,Byline Bancorp,BY,0C0000B9VO,Byline Bancorp Inc,23.63,187483,1.02E+09,3,7,81.46966,-28.75137,D,C,50.11659,1,C,65.80907,Yes,2017-06-30,FinancialServices,Banks,BanksRegional,XLF,KBE,KRE,4.43E+06,BY,BY WLST8ENVMBTX,BY.BenzingaNews WLST8ENVMBTW
BHGE WLXQGVHQ03MT,BHGE WLXQGVHQ03MT,BKR,NAS,Baker Hughes,BKR,0C0000BA3H,Baker Hughes Co,33.54,6044729,3.38E+10,5,5,144.59759,182.01468,B,D,50.65061,3,F,51.93378,Yes,2017-07-05,Energy,OilAndGas,OilAndGasEquipmentAndServices,XLE,XLE,XES,2.03E+08,BHGE,BHGE WLXQGVHQ03MT,BHGE.BenzingaNews WLXQGVHQ03MS
SMPL WM2NPCBKDVFP,SMPL WM2NPCBKDVFP,SMPL,NAS,Simply Good Foods,SMPL,0C0000B4J0,The Simply Good Foods Co,40.09,909577,3.94E+09,1,9,200.86776,56.95872,A,B,50.95323,2,B,40.27871,Yes,2017-07-10,ConsumerDefensive,ConsumerPackagedGoods,PackagedFoods,XLP,KXI,PBJ,3.65E+07,SMPL,SMPL WM2NPCBKDVFP,SMPL.BenzingaNews WM2NPCBKDVFO
BBX WM5M1MF2M4X1,BBX WM5M1MF2M4X1,BVH,NYS,Bluegreen Vacations,BVH,0C000006WK,Bluegreen Vacations Holding Corp,74.24,170463,1.13E+09,3,9,216.57079,-14.91122,C,C,67.24587,1,B,53.10361,Yes,2017-07-13,ConsumerCyclical,TravelAndLeisure,ResortsAndCasinos,XLY,PEJ,BJK,1.27E+07,BBX,BBX WM5M1MF2M4X1,BBX.BenzingaNews WM5M1MF2M4X0
BHFWV WM9JTZVQX5K5,BHFWV WM9JTZVQX5K5,BHF,NAS,Brighthouse Finl,BHF,0C0000BA8D,Brighthouse Financial Inc,54.65,489803,3.40E+09,4,7,61.01716,47.59908,D,C,55.41256,1,F,75.62162,Yes,2017-07-17,FinancialServices,Insurance,InsuranceLife,XLF,KIE,KIE,2.68E+07,BHFWV,BHFWV WM9JTZVQX5K5,BHFWV.BenzingaNews WM9JTZVQX5K4
JBGS WMAJA38WZWPX,JBGS WMAJA38WZWPX,JBGS,NYS,JBG SMITH Props,JBGS,0C0000BA0F,JBG SMITH Properties,17.9,3128102,1.72E+09,5,7,92.24403,-5.11306,C,D,39.79317,1,D,53.10632,Yes,2017-07-18,RealEstate,REITs,REITOffice,XLRE,VNQ,IYR,5.60E+07,JBGS,JBGS WMAJA38WZWPX,JBGS.BenzingaNews WMAJA38WZWPW
TRTX WMCI69Z95F1H,TRTX WMCI69Z95F1H,TRTX,NYS,TPG RE Finance Trust,TRTX,0C0000B91L,TPG RE Finance Trust Inc,6.64,1130876,4.96E+08,4,7,-76.74011,-67.94131,D,B,21.17874,1,D,71.80911,Yes,2017-07-20,RealEstate,REITs,REITMortgage,XLRE,VNQ,MORT,7.51E+06,TRTX,TRTX WMCI69Z95F1H,TRTX.BenzingaNews WMCI69Z95F1G
PETQ WMDHMDCF8679,PETQ WMDHMDCF8679,PETQ,NAS,PetIQ,PETQ,0C0000B9XP,PetIQ Inc,18.34,327210,5.29E+08,2,8,132.46213,-61.6763,C,C,52.43058,2,F,56.86226,Yes,2017-07-21,Healthcare,DrugManufacturers,DrugManufacturersSpecialtyAndGeneric,XLV,PJP,PJP,6.00E+06,PETQ,PETQ WMDHMDCF8679,PETQ.BenzingaNews WMDHMDCF8678
RBB WMIEUU69LY05,RBB WMIEUU69LY05,RBB,NAS,RBB Bancorp,RBB,0C00009DC0,RBB Bancorp,18.73,88276,3.57E+08,3,7,50.56988,-91.91454,C,B,43.54031,1,C,66.05647,Yes,2017-07-26,FinancialServices,Banks,BanksRegional,XLF,KBE,KRE,1.65E+06,RBB,RBB WMIEUU69LY05,RBB.BenzingaNews WMIEUU69LY04
RDFN WMKDR0WLRGBP,RDFN WMKDR0WLRGBP,RDFN,NAS,Redfin,RDFN,0C0000BA1P,Redfin Corp,9.76,18180892,1.10E+09,4,7,54.717,-31.59902,C,A,37.43102,1,F,59.03137,Yes,2017-07-28,RealEstate,RealEstate,RealEstateServices,XLRE,IYR,IYR,1.77E+08,RDFN,RDFN WMKDR0WLRGBP,RDFN.BenzingaNews WMKDR0WLRGBO
BPRN WMOBJEDA2GYT,BPRN WMOBJEDA2GYT,BPRN,NAS,Princeton Bancorp,BPRN,0C0000B44T,Princeton Bancorp Inc,36.29,28439,2.37E+08,3,8,109.69208,-112.17753,D,B,51.7715,1,C,61.23155,Yes,2017-08-01,FinancialServices,Banks,BanksRegional,XLF,KBE,KRE,1.03E+06,BPRN,BPRN WMOBJEDA2GYT,BPRN.BenzingaNews WMOBJEDA2GYS
CTRA WMX6K8NSR9ET,CTRA WMX6K8NSR9ET,AMR,NYS,Alpha Metallurgical,AMR,0C0000B5A3,Alpha Metallurgical Resources Inc,296.08,331294,4.20E+09,3,9,285.26189,53.5033,B,C,93.16808,1,A,63.85658,Yes,2017-08-10,BasicMaterials,Steel,CokingCoal,XLB,SLX,XME,9.81E+07,CTRA,CTRA WMX6K8NSR9ET,CTRA.BenzingaNews WMX6K8NSR9ES
RNGR WMY60C0YU0KL,RNGR WMY60C0YU0KL,RNGR,NYS,Ranger Energy Services,RNGR,0C0000B9EC,Ranger Energy Services Inc,10.39,217033,2.51E+08,5,7,0.68112,-103.11937,C,D,59.60249,3,F,93.13572,Yes,2017-08-11,Energy,OilAndGas,OilAndGasEquipmentAndServices,XLE,XLE,XES,2.25E+06,RNGR,RNGR WMY60C0YU0KL,RNGR.BenzingaNews WMY60C0YU0KK
OSPR WN23SPHN517P,OSPR WN23SPHN517P,STR,NYS,Sitio Royalties,STR,0C0000CIW2,Sitio Royalties Corp,22.7,808253,1.83E+09,5,9,329.13194,13.50505,D,D,102.1225,3,None,63.12306,Yes,2017-08-15,Energy,OilAndGas,OilAndGasEAndP,XLE,XLE,XOP,1.83E+07,OSPR,OSPR WN23SPHN517P,OSPR.BenzingaNews WN23SPHN517O
FENC WNUNRF3JCWV9,FENC WNUNRF3JCWV9,FENC,TSE,Fennec Pharmaceuticals,FRX,0C0000098Q,Fennec Pharmaceuticals Inc,10.01,457727,2.65E+08,0,7,-20.8858,-106.77874,A,None,-2.47915,2,F,35.81676,Yes,2017-09-13,Healthcare,Biotechnology,Biotechnology,XLV,IBB,IBB,4.58E+06,FENC,FENC WNUNRF3JCWV9,FENC.BenzingaNews WNUNRF3JCWV8
CELC WO0KFZAJTFTX,CELC WO0KFZAJTFTX,CELC,NAS,Celcuity,CELC,0C0000BBNQ,Celcuity Inc,14.8,164856,3.72E+08,4,9,285.81831,-81.33582,C,None,69.27279,2,F,39.83841,Yes,2017-09-19,Healthcare,Biotechnology,Biotechnology,XLV,IBB,IBB,2.44E+06,CELC,CELC WO0KFZAJTFTX,CELC.BenzingaNews WO0KFZAJTFTW
KRYS WO1JW2NPW6ZP,KRYS WO1JW2NPW6ZP,KRYS,NAS,Krystal Biotech,KRYS,0C0000BBMJ,Krystal Biotech Inc,116.28,356476,3.27E+09,4,9,277.20442,38.70588,A,None,66.8155,2,F,39.28335,Yes,2017-09-20,Healthcare,Biotechnology,Biotechnology,XLV,IBB,IBB,4.15E+07,KRYS,KRYS WO1JW2NPW6ZP,KRYS.BenzingaNews WO1JW2NPW6ZO
DESP WO1JW2NPW6ZP,DESP WO1JW2NPW6ZP,DESP,NYS,Despegar.com,DESP,0C0000BBJH,Despegar.com Corp,9.3,303853,6.09E+08,0,9,294.21029,17.0712,C,D,71.3253,1,F,43.6873,Yes,2017-09-20,ConsumerCyclical,TravelAndLeisure,TravelServices,XLY,PEJ,PEJ,2.83E+06,DESP,DESP WO1JW2NPW6ZP,DESP.BenzingaNews WO1JW2NPW6ZO
