ticker,accession,formType,filedAt,category
ARRY,0001820721-26-000008,10-K,2026-02-25,NO_FETCH
AVXL,0001731122-26-000305,8-K,2026-02-25,NO_FETCH
AVY,0000008818-26-000015,10-K,2026-02-25,NO_FETCH
BDX,0001140361-26-006794,8-K,2026-02-25,NO_FETCH
BK,0001390777-26-000033,10-K,2026-02-25,NO_FETCH
BL,0001628280-26-011915,10-K,2026-02-25,NO_FETCH
BLK,0001193125-26-071966,10-K,2026-02-25,NO_FETCH
BLMN,0001546417-26-000006,8-K,2026-02-25,NO_FETCH
BLMN,0001546417-26-000009,10-K,2026-02-25,NO_FETCH
CDNA,0001217234-26-000019,8-K/A,2026-02-25,NO_FETCH
CDNA,0001217234-26-000018,10-K,2026-02-25,NO_FETCH
CDNA,0001217234-26-000019,8-K/A,2026-02-25,NO_FETCH
CF,0001324404-26-000007,10-K,2026-02-25,NO_FETCH
CFLT,0001104659-26-019436,8-K,2026-02-25,NO_FETCH
CHTR,0001140361-26-006730,8-K,2026-02-25,NO_FETCH
CPRX,0001193125-26-071702,8-K,2026-02-25,NO_FETCH
CRM,0001108524-26-000056,8-K,2026-02-25,NO_FETCH
ECL,0001104659-26-019742,8-K,2026-02-25,NO_FETCH
ED,0001193125-26-071602,8-K,2026-02-25,NO_FETCH
EQH,0001333986-26-000012,10-K,2026-02-25,NO_FETCH
EW,0001099800-26-000009,10-K,2026-02-25,NO_FETCH
EXPD,0001193125-26-071569,10-K,2026-02-25,NO_FETCH
FANG,0001539838-26-000010,10-K,2026-02-25,NO_FETCH
FSLY,0001517413-26-000053,10-K,2026-02-25,NO_FETCH
FTV,0001659166-26-000007,10-K,2026-02-25,NO_FETCH
GDRX,0001809519-26-000028,8-K,2026-02-25,NO_FETCH
GDRX,0001809519-26-000031,10-K,2026-02-25,NO_FETCH
GS,0000886982-26-000091,10-K,2026-02-25,NO_FETCH
HAS,0000046080-26-000011,10-K,2026-02-25,NO_FETCH
HCA,0001193125-26-071880,8-K,2026-02-25,NO_FETCH
HRL,0000048465-26-000018,8-K,2026-02-25,NO_FETCH
KBR,0001357615-26-000049,8-K,2026-02-25,NO_FETCH
KSS,0001193125-26-071564,8-K,2026-02-25,NO_FETCH
LECO,0000059527-26-000006,10-K,2026-02-25,NO_FETCH
LMND,0001691421-26-000016,10-K,2026-02-25,NO_FETCH
LOW,0000060667-26-000020,8-K,2026-02-25,NO_FETCH
MAA,0001193125-26-072186,8-K,2026-02-25,NO_FETCH
MARA,0001493152-26-008063,8-K,2026-02-25,NO_FETCH
MELI,0001099590-26-000006,10-K,2026-02-25,NO_FETCH
MIRM,0001759425-26-000010,8-K,2026-02-25,NO_FETCH
MIRM,0001759425-26-000013,10-K,2026-02-25,NO_FETCH
MUR,0001628280-26-011709,10-K,2026-02-25,NO_FETCH
NMRK,0001628280-26-011408,8-K,2026-02-25,NO_FETCH
NOG,0001104485-26-000005,8-K,2026-02-25,NO_FETCH
NTNX,0001171843-26-001101,8-K,2026-02-25,NO_FETCH
NUE,0001193125-26-071575,10-K,2026-02-25,NO_FETCH
NVDA,0001045810-26-000019,8-K,2026-02-25,NO_FETCH
NVDA,0001045810-26-000021,10-K,2026-02-25,NO_FETCH
OC,0001370946-26-000066,8-K,2026-02-25,NO_FETCH
OC,0001370946-26-000067,10-K,2026-02-25,NO_FETCH
OGE,0001193125-26-071800,8-K,2026-02-25,NO_FETCH
OI,0001104659-26-019396,8-K,2026-02-25,NO_FETCH
PACB,0001299130-26-000034,10-K,2026-02-25,NO_FETCH
PEN,0001321732-26-000006,8-K,2026-02-25,NO_FETCH
PEN,0001321732-26-000007,10-K,2026-02-25,NO_FETCH
PLNT,0001637207-26-000011,10-K,2026-02-25,NO_FETCH
PNR,0000077360-26-000009,8-K/A,2026-02-25,NO_FETCH
PNR,0000077360-26-000009,8-K/A,2026-02-25,NO_FETCH
PNW,0000764622-26-000010,8-K,2026-02-25,NO_FETCH
PNW,0000764622-26-000011,10-K,2026-02-25,NO_FETCH
PSTG,0001474432-26-000015,8-K,2026-02-25,NO_FETCH
RVLV,0001193125-26-071307,10-K,2026-02-25,NO_FETCH
SBGI,0001971213-26-000009,8-K,2026-02-25,NO_FETCH
SBGI,0001971213-26-000009,8-K,2026-02-25,NO_FETCH
SEDG,0001178913-26-000632,10-K,2026-02-25,NO_FETCH
SEE,0001193125-26-072021,8-K,2026-02-25,NO_FETCH
SHOO,0001493152-26-007955,8-K,2026-02-25,NO_FETCH
SNOW,0001628280-26-011631,8-K,2026-02-25,NO_FETCH
SNPS,0001193125-26-071601,8-K,2026-02-25,NO_FETCH
SNPS,0000883241-26-000014,10-Q,2026-02-25,NO_FETCH
SPG,0001104659-26-019419,10-K,2026-02-25,NO_FETCH
TDOC,0001477449-26-000010,8-K,2026-02-25,NO_FETCH
TJX,0000109198-26-000004,8-K,2026-02-25,NO_FETCH
TRMB,0000864749-26-000015,10-K,2026-02-25,NO_FETCH
TTD,0001671933-26-000009,8-K,2026-02-25,NO_FETCH
UHS,0001193125-26-071676,10-K,2026-02-25,NO_FETCH
UNH,0000731766-26-000046,8-K,2026-02-25,NO_FETCH
UTHR,0001082554-26-000007,8-K,2026-02-25,NO_FETCH
UTHR,0001082554-26-000006,10-K,2026-02-25,NO_FETCH
VICI,0001705696-26-000033,8-K,2026-02-25,NO_FETCH
VICI,0001705696-26-000034,10-K,2026-02-25,NO_FETCH
VLO,0001628280-26-011499,10-K,2026-02-25,NO_FETCH
VNOM,0002074176-26-000010,10-K,2026-02-25,NO_FETCH
WHD,0001628280-26-011856,8-K,2026-02-25,NO_FETCH
XYL,0001524472-26-000014,8-K,2026-02-25,NO_FETCH
XYL,0001524472-26-000012,10-K,2026-02-25,NO_FETCH
ZM,0001585521-26-000026,8-K,2026-02-25,NO_FETCH
ACMR,0001628280-26-011998,8-K,2026-02-26,NO_FETCH
ADC,0000917251-26-000017,8-K,2026-02-26,NO_FETCH
ADSK,0000769397-26-000010,8-K,2026-02-26,NO_FETCH
ALEX,0001545654-26-000003,10-K,2026-02-26,NO_FETCH
ALGN,0001097149-26-000010,8-K,2026-02-26,NO_FETCH
ALGT,0001362468-26-000008,10-K,2026-02-26,NO_FETCH
AMBA,0001193125-26-076823,8-K,2026-02-26,NO_FETCH
AMG,0001193125-26-076911,8-K,2026-02-26,NO_FETCH
APA,0001841666-26-000015,10-K,2026-02-26,NO_FETCH
AUPH,0001600620-26-000015,8-K,2026-02-26,NO_FETCH
AUPH,0001600620-26-000017,10-K,2026-02-26,NO_FETCH
AVY,0000008818-26-000017,8-K,2026-02-26,NO_FETCH
BCRX,0001171843-26-001119,8-K,2026-02-26,NO_FETCH
BCRX,0001628280-26-012240,10-K,2026-02-26,NO_FETCH
BFAM,0001437578-26-000006,10-K,2026-02-26,NO_FETCH
BK,0001193125-26-073612,8-K,2026-02-26,NO_FETCH
BLD,0001104659-26-020046,8-K,2026-02-26,NO_FETCH
BLD,0001104659-26-020481,10-K,2026-02-26,NO_FETCH
BSX,0000885725-26-000017,8-K,2026-02-26,NO_FETCH
BSY,0001031308-26-000005,8-K,2026-02-26,NO_FETCH
BSY,0001031308-26-000007,10-K,2026-02-26,NO_FETCH
CACI,0001628280-26-012309,8-K,2026-02-26,NO_FETCH
CACI,0001628280-26-012005,8-K,2026-02-26,NO_FETCH
CBRE,0001193125-26-076913,8-K,2026-02-26,NO_FETCH
CC,0001193125-26-077205,8-K,2026-02-26,NO_FETCH
CFLT,0001699838-26-000008,10-K/A,2026-02-26,NO_FETCH
CFLT,0001699838-26-000008,10-K/A,2026-02-26,NO_FETCH
CG,0001527166-26-000006,8-K,2026-02-26,NO_FETCH
CP,0000016875-26-000008,10-K,2026-02-26,NO_FETCH
CSTL,0001628280-26-012263,8-K,2026-02-26,NO_FETCH
CSTL,0001628280-26-012272,10-K,2026-02-26,NO_FETCH
CTSH,0001058290-26-000010,8-K,2026-02-26,NO_FETCH
CYTK,0001193125-26-076495,10-K,2026-02-26,NO_FETCH
DE,0001104659-26-020158,10-Q,2026-02-26,NO_FETCH
DELL,0001571996-26-000003,8-K,2026-02-26,NO_FETCH
DGX,0001022079-26-000015,10-K,2026-02-26,NO_FETCH
DH,0001193125-26-076609,8-K,2026-02-26,NO_FETCH
DH,0001193125-26-076782,10-K,2026-02-26,NO_FETCH
DNUT,0001857154-26-000012,8-K,2026-02-26,NO_FETCH
DUK,0001326160-26-000014,10-K,2026-02-26,NO_FETCH
DUOL,0001628280-26-012513,8-K/A,2026-02-26,NO_FETCH
DUOL,0001628280-26-012246,8-K,2026-02-26,NO_FETCH
DUOL,0001628280-26-012494,10-K,2026-02-26,NO_FETCH
DUOL,0001628280-26-012513,8-K/A,2026-02-26,NO_FETCH
DV,0001104659-26-020508,8-K,2026-02-26,NO_FETCH
DV,0001104659-26-020499,10-K,2026-02-26,NO_FETCH
DXCM,0001093557-26-000031,8-K,2026-02-26,NO_FETCH
EEFT,0001554855-26-000131,10-K,2026-02-26,NO_FETCH
EIX,0000827052-26-000018,8-K,2026-02-26,NO_FETCH
EPAM,0001352010-26-000015,10-K,2026-02-26,NO_FETCH
ESTC,0001707753-26-000003,8-K,2026-02-26,NO_FETCH
FIGS,0001628280-26-012291,8-K,2026-02-26,NO_FETCH
FIGS,0001628280-26-012333,10-K,2026-02-26,NO_FETCH
FOUR,0001794669-26-000006,8-K,2026-02-26,NO_FETCH
FRSH,0001193125-26-073546,8-K,2026-02-26,NO_FETCH
FRSH,0001544522-26-000036,10-K,2026-02-26,NO_FETCH
FUN,0001999001-26-000048,10-K,2026-02-26,NO_FETCH
G,0001398659-26-000004,10-K,2026-02-26,NO_FETCH
HPP,0001482512-26-000033,8-K,2026-02-26,NO_FETCH
HRL,0000048465-26-000020,10-Q,2026-02-26,NO_FETCH
HTZ,0001657853-26-000010,8-K,2026-02-26,NO_FETCH
HTZ,0001657853-26-000008,10-K,2026-02-26,NO_FETCH
IART,0000917520-26-000008,8-K,2026-02-26,NO_FETCH
IART,0000917520-26-000011,10-K,2026-02-26,NO_FETCH
IBP,0001628280-26-011994,8-K,2026-02-26,NO_FETCH
IBP,0001580905-26-000004,10-K,2026-02-26,NO_FETCH
INTU,0000896878-26-000012,8-K,2026-02-26,NO_FETCH
INTU,0000896878-26-000014,10-Q,2026-02-26,NO_FETCH
IP,0001628280-26-011950,8-K,2026-02-26,NO_FETCH
ITRI,0001193125-26-076749,8-K,2026-02-26,NO_FETCH
J,0001193125-26-077417,8-K,2026-02-26,NO_FETCH
KBH,0000795266-26-000033,8-K/A,2026-02-26,NO_FETCH
KBH,0000795266-26-000033,8-K/A,2026-02-26,NO_FETCH
KBR,0001357615-26-000051,10-K,2026-02-26,NO_FETCH
KRC,0001628280-26-012017,8-K,2026-02-26,NO_FETCH
KYMR,0001193125-26-073561,8-K,2026-02-26,NO_FETCH
KYMR,0001193125-26-073386,8-K,2026-02-26,NO_FETCH
KYMR,0001193125-26-073395,10-K,2026-02-26,NO_FETCH
LNTH,0001193125-26-073439,8-K,2026-02-26,NO_FETCH
LNTH,0001193125-26-073498,10-K,2026-02-26,NO_FETCH
MARA,0001507605-26-000004,8-K,2026-02-26,NO_FETCH
MARA,0000950142-26-000532,8-K,2026-02-26,NO_FETCH
MASI,0000937556-26-000017,10-K,2026-02-26,NO_FETCH
MC,0001193125-26-076747,10-K,2026-02-26,NO_FETCH
MET,0001193125-26-076647,8-K,2026-02-26,NO_FETCH
MIDD,0001193125-26-077060,8-K,2026-02-26,NO_FETCH
MIDD,0000769520-26-000006,8-K,2026-02-26,NO_FETCH
MOH,0001437749-26-005871,8-K,2026-02-26,NO_FETCH
MPC,0001510295-26-000009,10-K,2026-02-26,NO_FETCH
MTCH,0000891103-26-000025,10-K,2026-02-26,NO_FETCH
MTDR,0001104659-26-020877,8-K,2026-02-26,NO_FETCH
MTDR,0001104659-26-020093,8-K,2026-02-26,NO_FETCH
MTDR,0001520006-26-000002,10-K,2026-02-26,NO_FETCH
MTZ,0000015615-26-000018,8-K,2026-02-26,NO_FETCH
MTZ,0000015615-26-000020,10-K,2026-02-26,NO_FETCH
NET,0001477333-26-000016,10-K,2026-02-26,NO_FETCH
NOG,0001104485-26-000008,10-K,2026-02-26,NO_FETCH
NTAP,0001193125-26-076545,8-K,2026-02-26,NO_FETCH
NTAP,0001193125-26-076622,10-Q,2026-02-26,NO_FETCH
NTLA,0001193125-26-073456,8-K,2026-02-26,NO_FETCH
NTLA,0001193125-26-076550,10-K,2026-02-26,NO_FETCH
NTRA,0001104659-26-020482,8-K,2026-02-26,NO_FETCH
NTRA,0001104659-26-020881,10-K,2026-02-26,NO_FETCH
NVCR,0001645113-26-000018,8-K,2026-02-26,NO_FETCH
NVCR,0001645113-26-000017,10-K,2026-02-26,NO_FETCH
NXST,0001193125-26-073384,8-K,2026-02-26,NO_FETCH
NXST,0001193125-26-078361,10-K,2026-02-26,NO_FETCH
OMCL,0000926326-26-000006,10-K,2026-02-26,NO_FETCH
PCRX,0001628280-26-012238,8-K,2026-02-26,NO_FETCH
PCRX,0001628280-26-012297,10-K,2026-02-26,NO_FETCH
PEG,0001193125-26-073678,8-K,2026-02-26,NO_FETCH
PEG,0001193125-26-077446,10-K,2026-02-26,NO_FETCH
PFE,0000078003-26-000026,10-K,2026-02-26,NO_FETCH
PKG,0001193125-26-074129,10-K,2026-02-26,NO_FETCH
PLTK,0001828016-26-000009,8-K,2026-02-26,NO_FETCH
PLTK,0001828016-26-000010,10-K,2026-02-26,NO_FETCH
PPL,0000922224-26-000010,8-K,2026-02-26,NO_FETCH
PSN,0001193125-26-076537,8-K,2026-02-26,NO_FETCH
PZZA,0001628280-26-011964,8-K,2026-02-26,NO_FETCH
PZZA,0001628280-26-011965,10-K,2026-02-26,NO_FETCH
RGEN,0001193125-26-076528,10-K,2026-02-26,NO_FETCH
RKLB,0001819994-26-000012,8-K,2026-02-26,NO_FETCH
RKLB,0001819994-26-000013,10-K,2026-02-26,NO_FETCH
RNG,0001384905-26-000021,10-K,2026-02-26,NO_FETCH
RUN,0001628280-26-012266,8-K,2026-02-26,NO_FETCH
RUN,0001628280-26-012289,10-K,2026-02-26,NO_FETCH
RYTM,0001628280-26-011987,8-K,2026-02-26,NO_FETCH
RYTM,0001628280-26-012399,10-K,2026-02-26,NO_FETCH
SBAC,0001193125-26-076767,8-K,2026-02-26,NO_FETCH
SHAK,0001620533-26-000013,8-K,2026-02-26,NO_FETCH
SHAK,0001620533-26-000018,10-K,2026-02-26,NO_FETCH
SLGN,0001628280-26-012202,10-K,2026-02-26,NO_FETCH
SNDX,0001193125-26-076522,8-K,2026-02-26,NO_FETCH
SNDX,0001193125-26-076536,10-K,2026-02-26,NO_FETCH
SON,0000091767-26-000008,10-K,2026-02-26,NO_FETCH
SPT,0001517375-26-000008,8-K,2026-02-26,NO_FETCH
SRE,0001032208-26-000008,8-K,2026-02-26,NO_FETCH
SRE,0001032208-26-000010,10-K,2026-02-26,NO_FETCH
TDOC,0001477449-26-000012,10-K,2026-02-26,NO_FETCH
TDY,0001094285-26-000019,8-K,2026-02-26,NO_FETCH
TFX,0000096943-26-000011,8-K,2026-02-26,NO_FETCH
TMO,0000097745-26-000018,10-K,2026-02-26,NO_FETCH
TPG,0001193125-26-076645,8-K,2026-02-26,NO_FETCH
TRGP,0001193125-26-076556,8-K,2026-02-26,NO_FETCH
TWST,0001581280-26-000029,10-Q/A,2026-02-26,NO_FETCH
TWST,0001581280-26-000029,10-Q/A,2026-02-26,NO_FETCH
UHS,0001193125-26-073545,8-K,2026-02-26,NO_FETCH
URBN,0001193125-26-074606,8-K,2026-02-26,NO_FETCH
VCTR,0001104659-26-020100,8-K,2026-02-26,NO_FETCH
VCTR,0001193125-26-077057,10-K,2026-02-26,NO_FETCH
VIR,0001193125-26-077416,8-K,2026-02-26,NO_FETCH
VRSK,0001193125-26-074420,8-K,2026-02-26,NO_FETCH
VST,0001193125-26-073364,8-K,2026-02-26,NO_FETCH
VST,0001692819-26-000006,10-K,2026-02-26,NO_FETCH
WEC,0001104659-26-020174,8-K,2026-02-26,NO_FETCH
WERN,0000793074-26-000071,10-K,2026-02-26,NO_FETCH
WHD,0001628280-26-012377,10-K,2026-02-26,NO_FETCH
WLK,0001262823-26-000016,10-K,2026-02-26,NO_FETCH
WWW,0001628280-26-011956,8-K,2026-02-26,NO_FETCH
XENE,0001193125-26-076530,8-K,2026-02-26,NO_FETCH
XENE,0001193125-26-076650,10-K,2026-02-26,NO_FETCH
XPOF,0001193125-26-076678,8-K,2026-02-26,NO_FETCH
XRAY,0000818479-26-000072,8-K,2026-02-26,NO_FETCH
XRAY,0000818479-26-000075,10-K,2026-02-26,NO_FETCH
ZS,0001713683-26-000047,8-K,2026-02-26,NO_FETCH
ZS,0001713683-26-000048,10-Q,2026-02-26,NO_FETCH
ACI,0001646972-26-000023,8-K,2026-02-27,NO_FETCH
AEE,0001104659-26-021486,8-K,2026-02-27,NO_FETCH
ALGN,0001097149-26-000014,10-K,2026-02-27,NO_FETCH
AMBA,0001193125-26-083175,8-K,2026-02-27,NO_FETCH
AMH,0001562401-26-000012,8-K,2026-02-27,NO_FETCH
AMRX,0001723128-26-000008,8-K,2026-02-27,NO_FETCH
AMRX,0001723128-26-000011,10-K,2026-02-27,NO_FETCH
AMT,0001053507-26-000038,8-K,2026-02-27,NO_FETCH
AMZN,0001104659-26-021050,8-K,2026-02-27,NO_FETCH
BX,0001193125-26-082531,10-K,2026-02-27,NO_FETCH
BXP,0001037540-26-000006,10-K,2026-02-27,NO_FETCH
CBRE,0001193125-26-083199,8-K,2026-02-27,NO_FETCH
CCK,0001628280-26-012904,10-K,2026-02-27,NO_FETCH
CG,0001527166-26-000009,10-K,2026-02-27,NO_FETCH
CI,0001140361-26-007049,8-K,2026-02-27,NO_FETCH
CMCSA,0001628280-26-012809,8-K,2026-02-27,NO_FETCH
CNS,0001284812-26-000011,10-K,2026-02-27,NO_FETCH
CRI,0001060822-26-000015,8-K,2026-02-27,NO_FETCH
CRI,0001060822-26-000016,10-K,2026-02-27,NO_FETCH
DAN,0001437749-26-006076,10-K,2026-02-27,NO_FETCH
DE,0001104659-26-021272,8-K,2026-02-27,NO_FETCH
DK,0001628280-26-012561,8-K,2026-02-27,NO_FETCH
DK,0001628280-26-012664,10-K,2026-02-27,NO_FETCH
DTE,0000936340-26-000058,8-K,2026-02-27,NO_FETCH
EPD,0001061219-26-000006,10-K,2026-02-27,NO_FETCH
EQR,0001193125-26-083364,8-K,2026-02-27,NO_FETCH
ESTC,0001707753-26-000006,10-Q,2026-02-27,NO_FETCH
FCX,0000831259-26-000016,8-K/A,2026-02-27,NO_FETCH
FCX,0000831259-26-000016,8-K/A,2026-02-27,NO_FETCH
FMC,0000037785-26-000041,10-K,2026-02-27,NO_FETCH
FOUR,0001794669-26-000010,10-K,2026-02-27,NO_FETCH
GDRX,0001809519-26-000039,8-K,2026-02-27,NO_FETCH
GLW,0001206774-26-000108,8-K,2026-02-27,NO_FETCH
HPP,0001482512-26-000038,10-K,2026-02-27,NO_FETCH
IBKR,0001381197-26-000062,10-K,2026-02-27,NO_FETCH
IFF,0000051253-26-000006,10-K,2026-02-27,NO_FETCH
INVH,0001687229-26-000020,8-K,2026-02-27,NO_FETCH
IP,0000051434-26-000055,10-K,2026-02-27,NO_FETCH
KKR,0001404912-26-000007,10-K,2026-02-27,NO_FETCH
MAA,0001193125-26-082682,8-K,2026-02-27,NO_FETCH
MAA,0001193125-26-082680,8-K,2026-02-27,NO_FETCH
MOS,0001285785-26-000017,10-K,2026-02-27,NO_FETCH
MPWR,0001437749-26-006112,8-K,2026-02-27,NO_FETCH
MPWR,0001437749-26-006113,10-K,2026-02-27,NO_FETCH
NFLX,0001193125-26-082247,8-K,2026-02-27,NO_FETCH
NUE,0001193125-26-079540,8-K/A,2026-02-27,NO_FETCH
NUE,0001193125-26-079540,8-K/A,2026-02-27,NO_FETCH
NYT,0000071691-26-000011,10-K,2026-02-27,NO_FETCH
ORLY,0000898173-26-000009,10-K,2026-02-27,NO_FETCH
PAA,0001070423-26-000014,10-K,2026-02-27,NO_FETCH
PAGP,0001581990-26-000012,10-K,2026-02-27,NO_FETCH
PLCE,0001104659-26-021623,8-K,2026-02-27,NO_FETCH
PNW,0000764622-26-000016,8-K,2026-02-27,NO_FETCH
PRI,0001193125-26-082233,10-K,2026-02-27,NO_FETCH
PRTA,0001559053-26-000009,8-K,2026-02-27,NO_FETCH
PRTA,0001559053-26-000008,10-K,2026-02-27,NO_FETCH
PSA,0001628280-26-012969,8-K,2026-02-27,NO_FETCH
RCL,0001104659-26-021624,8-K,2026-02-27,NO_FETCH
SBAC,0001034054-26-000002,10-K,2026-02-27,NO_FETCH
SBGI,0001971213-26-000012,10-K,2026-02-27,NO_FETCH
SBGI,0001971213-26-000012,10-K,2026-02-27,NO_FETCH
SPT,0001517375-26-000015,10-K,2026-02-27,NO_FETCH
ST,0001477294-26-000007,10-K,2026-02-27,NO_FETCH
STLD,0001104659-26-021395,10-K,2026-02-27,NO_FETCH
TDC,0001628280-26-012671,10-K,2026-02-27,NO_FETCH
TENB,0001660280-26-000005,10-K,2026-02-27,NO_FETCH
TFX,0000096943-26-000019,10-K,2026-02-27,NO_FETCH
TNDM,0001140361-26-007142,8-K,2026-02-27,NO_FETCH
TOL,0000794170-26-000056,10-Q,2026-02-27,NO_FETCH
TRU,0001552033-26-000012,10-K,2026-02-27,NO_FETCH
TTD,0001671933-26-000014,10-K,2026-02-27,NO_FETCH
TXRH,0001104659-26-021292,10-K,2026-02-27,NO_FETCH
UDR,0000074208-26-000031,8-K,2026-02-27,NO_FETCH
WHR,0001193125-26-082849,8-K,2026-02-27,NO_FETCH
WMS,0001193125-26-082558,8-K,2026-02-27,NO_FETCH
WSO,0001193125-26-082486,10-K,2026-02-27,NO_FETCH
WWW,0001628280-26-012614,10-K,2026-02-27,NO_FETCH
XENE,0001193125-26-082520,8-K,2026-02-27,NO_FETCH
YELP,0001345016-26-000018,8-K/A,2026-02-27,NO_FETCH
YELP,0001345016-26-000019,10-K,2026-02-27,NO_FETCH
YELP,0001345016-26-000018,8-K/A,2026-02-27,NO_FETCH
YETI,0001670592-26-000013,10-K,2026-02-27,NO_FETCH
ZM,0001585521-26-000030,10-K,2026-02-27,NO_FETCH
ACMR,0001628280-26-013231,10-K,2026-03-02,NO_FETCH
AES,0001193125-26-084157,8-K,2026-03-02,NO_FETCH
AES,0000874761-26-000063,10-K,2026-03-02,NO_FETCH
AMRC,0001628280-26-013191,8-K,2026-03-02,NO_FETCH
APLS,0001193125-26-084156,8-K,2026-03-02,NO_FETCH
ASAN,0001628280-26-013310,8-K/A,2026-03-02,NO_FETCH
ASAN,0001477720-26-000012,8-K,2026-03-02,NO_FETCH
ASAN,0001628280-26-013212,8-K,2026-03-02,NO_FETCH
ASAN,0001628280-26-013310,8-K/A,2026-03-02,NO_FETCH
AVGO,0001193125-26-085656,8-K,2026-03-02,NO_FETCH
AWI,0001193125-26-085819,8-K,2026-03-02,NO_FETCH
AWK,0001410636-26-000053,8-K,2026-03-02,NO_FETCH
BAH,0001104659-26-022245,8-K,2026-03-02,NO_FETCH
BAND,0001514416-26-000023,8-K,2026-03-02,NO_FETCH
CRM,0001108524-26-000060,10-K,2026-03-02,NO_FETCH
DDOG,0001628280-26-013236,8-K,2026-03-02,NO_FETCH
DXCM,0001093557-26-000038,8-K,2026-03-02,NO_FETCH
EAT,0000703351-26-000008,8-K,2026-03-02,NO_FETCH
FLR,0001124198-26-000025,10-K/A,2026-03-02,NO_FETCH
FLR,0001124198-26-000025,10-K/A,2026-03-02,NO_FETCH
GKOS,0001104659-26-021885,8-K,2026-03-02,NO_FETCH
HUM,0000049071-26-000011,8-K,2026-03-02,NO_FETCH
IAC,0001104659-26-022305,8-K,2026-03-02,NO_FETCH
ISRG,0001035267-26-000012,8-K,2026-03-02,NO_FETCH
KMX,0001170010-26-000006,8-K,2026-03-02,NO_FETCH
MARA,0001507605-26-000007,10-K,2026-03-02,NO_FETCH
MBUU,0001590976-26-000010,8-K,2026-03-02,NO_FETCH
MDB,0001628280-26-013199,8-K,2026-03-02,NO_FETCH
MGNX,0001125345-26-000011,8-K,2026-03-02,NO_FETCH
MSM,0001003078-26-000050,8-K,2026-03-02,NO_FETCH
MSTR,0001193125-26-084264,8-K,2026-03-02,NO_FETCH
NCLH,0001171843-26-001220,8-K,2026-03-02,NO_FETCH
NCLH,0001104659-26-022067,10-K,2026-03-02,NO_FETCH
NMRK,0001628280-26-013160,10-K,2026-03-02,NO_FETCH
NRG,0001104659-26-022295,8-K,2026-03-02,NO_FETCH
NTLA,0001193125-26-084309,8-K,2026-03-02,NO_FETCH
NTNX,0001193125-26-085397,10-Q,2026-03-02,NO_FETCH
O,0001104659-26-022282,8-K,2026-03-02,NO_FETCH
OMC,0001213900-26-022415,8-K,2026-03-02,NO_FETCH
PGR,0000080661-26-000086,10-K,2026-03-02,NO_FETCH
QURE,0001104659-26-021890,8-K,2026-03-02,NO_FETCH
QURE,0001104659-26-021898,10-K,2026-03-02,NO_FETCH
RBLX,0001315098-26-000062,8-K,2026-03-02,NO_FETCH
RYTM,0001104659-26-021801,8-K,2026-03-02,NO_FETCH
SEE,0001012100-26-000010,8-K,2026-03-02,NO_FETCH
SEE,0001012100-26-000016,10-K,2026-03-02,NO_FETCH
SGRY,0001638833-26-000006,8-K,2026-03-02,NO_FETCH
SGRY,0001638833-26-000008,10-K,2026-03-02,NO_FETCH
SHAK,0001104659-26-021888,8-K,2026-03-02,NO_FETCH
SHOO,0001628280-26-012995,10-K,2026-03-02,NO_FETCH
SNPS,0001193125-26-084396,8-K,2026-03-02,NO_FETCH
TDC,0000816761-26-000004,8-K,2026-03-02,NO_FETCH
TREE,0001628280-26-013273,8-K,2026-03-02,NO_FETCH
TRGP,0001193125-26-085512,8-K,2026-03-02,NO_FETCH
UNH,0000731766-26-000064,8-K,2026-03-02,NO_FETCH
UNH,0000731766-26-000062,10-K,2026-03-02,NO_FETCH
UTHR,0001104659-26-021869,8-K,2026-03-02,NO_FETCH
VIR,0001193125-26-084367,8-K,2026-03-02,NO_FETCH
VNOM,0001104659-26-022427,8-K,2026-03-02,NO_FETCH
VOYA,0001193125-26-085482,8-K,2026-03-02,NO_FETCH
WEC,0000783325-26-000027,8-K,2026-03-02,NO_FETCH
WHR,0001193125-26-084113,8-K,2026-03-02,NO_FETCH
XRX,0001193125-26-085664,NT 10-K,2026-03-02,NO_FETCH
ZYME,0001193125-26-084082,8-K,2026-03-02,NO_FETCH
ZYME,0001937653-26-000013,8-K,2026-03-02,NO_FETCH
ZYME,0001937653-26-000015,10-K,2026-03-02,NO_FETCH
ADSK,0000769397-26-000015,10-K,2026-03-03,NO_FETCH
AMRC,0001628280-26-013574,10-K,2026-03-03,NO_FETCH
AR,0001104659-26-022558,8-K,2026-03-03,NO_FETCH
ATEC,0001193125-26-088220,8-K,2026-03-03,NO_FETCH
AZO,0001171843-26-001288,8-K,2026-03-03,NO_FETCH
BBY,0000764478-26-000005,8-K,2026-03-03,NO_FETCH
BOX,0001193125-26-088171,8-K,2026-03-03,NO_FETCH
CI,0001140361-26-007450,8-K,2026-03-03,NO_FETCH
CPRT,0001193125-26-088593,10-Q,2026-03-03,NO_FETCH
CRWD,0001535527-26-000007,8-K,2026-03-03,NO_FETCH
CYRX,0001104659-26-022940,8-K,2026-03-03,NO_FETCH
DAR,0000916540-26-000008,10-K,2026-03-03,NO_FETCH
DIS,0001193125-26-088356,8-K,2026-03-03,NO_FETCH
DUK,0001104659-26-022610,8-K,2026-03-03,NO_FETCH
EOLS,0001628280-26-013872,8-K,2026-03-03,NO_FETCH
