accession_8k,ticker,fy,q,oracle_source
0001692063-26-000008,SNDR,2025,Q4,GT
0000950170-23-018794,SNDX,2023,Q1,GT
0000950170-23-037936,SNDX,2023,Q2,GT
0000950170-23-058156,SNDX,2023,Q3,GT
0000950170-24-021086,SNDX,2023,Q4,GT
0000950170-24-055052,SNDX,2024,Q1,GT
0000950170-24-089235,SNDX,2024,Q2,GT
0000950170-24-121437,SNDX,2024,Q3,GT
0000950170-25-030392,SNDX,2024,Q4,GT
0000950170-25-063514,SNDX,2025,Q1,GT
0000950170-25-101974,SNDX,2025,Q2,GT
0001193125-25-262509,SNDX,2025,Q3,GT
0001193125-26-010486,SNDX,2025,Q4,GT
0001193125-26-076522,SNDX,2025,Q4,GT
0001640147-23-000073,SNOW,2024,Q1,GT
0001640147-23-000193,SNOW,2024,Q2,GT
0001640147-23-000253,SNOW,2024,Q3,GT
0001640147-24-000031,SNOW,2024,Q4,GT
0001640147-24-000122,SNOW,2025,Q1,GT
0001640147-24-000203,SNOW,2025,Q2,GT
0001640147-24-000242,SNOW,2025,Q3,GT
0001640147-25-000016,SNOW,2025,Q4,GT
0001640147-25-000094,SNOW,2026,Q1,GT
0001640147-25-000177,SNOW,2026,Q2,GT
0001640147-25-000207,SNOW,2026,Q3,GT
0001628280-26-011631,SNOW,2026,Q4,GT
0001193125-23-147052,SNPS,2023,Q2,GT
0001193125-23-214350,SNPS,2023,Q3,GT
0001193125-23-285209,SNPS,2023,Q4,GT
0001193125-24-041524,SNPS,2024,Q1,GT
0001193125-24-145001,SNPS,2024,Q2,GT
0001193125-24-204450,SNPS,2024,Q3,GT
0001193125-24-270723,SNPS,2024,Q4,GT
0001193125-25-036798,SNPS,2025,Q1,GT
0001193125-25-129525,SNPS,2025,Q2,GT
0001193125-25-199178,SNPS,2025,Q3,GT
0001193125-25-314200,SNPS,2025,Q4,GT
0001193125-26-071601,SNPS,2026,Q1,GT
0001177394-23-000029,SNX,2023,Q1,GT
0001177394-23-000043,SNX,2023,Q2,GT
0001177394-23-000050,SNX,2023,Q3,GT
0001177394-24-000006,SNX,2023,Q4,GT
0001177394-24-000033,SNX,2024,Q1,GT
0001177394-24-000056,SNX,2024,Q2,GT
0001177394-24-000070,SNX,2024,Q3,GT
0001177394-25-000002,SNX,2024,Q4,GT
0001177394-25-000023,SNX,2025,Q1,GT
0001177394-25-000037,SNX,2025,Q2,GT
0001628280-25-042687,SNX,2025,Q3,GT
0001628280-26-001271,SNX,2025,Q4,GT
0001628280-26-022204,SNX,2026,Q1,GT
0000091767-23-000017,SON,2023,Q1,GT
0000091767-23-000038,SON,2023,Q2,GT
0000091767-23-000061,SON,2023,Q3,GT
0000091767-24-000005,SON,2023,Q4,GT
0000091767-24-000026,SON,2024,Q1,GT
0000091767-24-000045,SON,2024,Q2,GT
0000091767-24-000057,SON,2024,Q3,GT
0000091767-25-000004,SON,2024,Q4,GT
0000091767-25-000020,SON,2025,Q1,GT
0000091767-25-000034,SON,2025,Q2,GT
0000091767-25-000042,SON,2025,Q3,GT
0000091767-26-000003,SON,2025,Q4,GT
0000091767-26-000019,SON,2026,Q1,GT
0000950170-23-020517,SONO,2023,Q2,GT
0000950170-23-040575,SONO,2023,Q3,GT
0000950170-23-064177,SONO,2023,Q4,GT
0000950170-24-011732,SONO,2024,Q1,GT
0001314727-24-000007,SONO,2024,Q2,GT
0001314727-24-000015,SONO,2024,Q3,GT
0001314727-24-000023,SONO,2024,Q4,GT
0001314727-25-000022,SONO,2025,Q1,GT
0001314727-25-000054,SONO,2025,Q2,GT
0001314727-25-000072,SONO,2025,Q3,GT
0001314727-25-000083,SONO,2025,Q4,GT
0001314727-26-000030,SONO,2026,Q1,GT
0000109177-23-000017,SPB,2023,Q2,GT
0000109177-23-000037,SPB,2023,Q3,GT
0000109177-23-000047,SPB,2023,Q4,GT
0000109177-24-000010,SPB,2024,Q1,GT
0000109177-24-000019,SPB,2024,Q2,GT
0000109177-24-000036,SPB,2024,Q3,GT
0000109177-24-000044,SPB,2024,Q4,GT
0000109177-25-000007,SPB,2025,Q1,GT
0000109177-25-000012,SPB,2025,Q2,GT
0001628280-25-038586,SPB,2025,Q3,GT
0000109177-25-000039,SPB,2025,Q4,GT
0000109177-26-000007,SPB,2026,Q1,GT
0001104659-23-055018,SPG,2023,Q1,GT
0001104659-23-086786,SPG,2023,Q2,GT
0001104659-23-112561,SPG,2023,Q3,GT
0001104659-24-010603,SPG,2023,Q4,GT
0001104659-24-057440,SPG,2024,Q1,GT
0001104659-24-085817,SPG,2024,Q2,GT
0001104659-24-113272,SPG,2024,Q3,GT
0001104659-25-009105,SPG,2024,Q4,GT
0001104659-25-047299,SPG,2025,Q1,GT
0001104659-25-073630,SPG,2025,Q2,GT
0001104659-25-105545,SPG,2025,Q3,GT
0001104659-26-009209,SPG,2025,Q4,GT
0001628280-23-014999,SPR,2023,Q1,GT
0001628280-23-026580,SPR,2023,Q2,GT
0001104659-23-109758,SPR,2023,Q3,GT
0001628280-23-035801,SPR,2023,Q3,GT
0001628280-24-003425,SPR,2023,Q4,GT
0001628280-24-020855,SPR,2024,Q1,GT
0001628280-24-043483,SPR,2024,Q3,GT
0001104659-25-010707,SPR,2024,Q4,GT
0001628280-25-009058,SPR,2024,Q4,GT
0001628280-25-021567,SPR,2025,Q1,GT
0001628280-25-037831,SPR,2025,Q2,GT
0001517375-23-000059,SPT,2023,Q1,GT
0001517375-23-000092,SPT,2023,Q2,GT
0001517375-23-000119,SPT,2023,Q3,GT
0001517375-24-000015,SPT,2023,Q4,GT
0001517375-24-000067,SPT,2024,Q1,GT
0001517375-24-000097,SPT,2024,Q2,GT
0001517375-24-000130,SPT,2024,Q3,GT
0001517375-25-000017,SPT,2024,Q4,GT
0001517375-25-000081,SPT,2025,Q1,GT
0001517375-25-000119,SPT,2025,Q2,GT
0001517375-25-000139,SPT,2025,Q3,GT
0001517375-26-000003,SPT,2025,Q4,GT
0001517375-26-000008,SPT,2025,Q4,GT
0001032208-23-000024,SRE,2023,Q1,GT
0001032208-23-000040,SRE,2023,Q2,GT
0001032208-23-000055,SRE,2023,Q3,GT
0001032208-24-000004,SRE,2023,Q4,GT
0001032208-24-000013,SRE,2024,Q1,GT
0001032208-24-000024,SRE,2024,Q2,GT
0001032208-24-000043,SRE,2024,Q3,GT
0001032208-25-000008,SRE,2024,Q4,GT
0001032208-25-000023,SRE,2025,Q1,GT
0001032208-25-000045,SRE,2025,Q2,GT
0001032208-25-000062,SRE,2025,Q3,GT
0001032208-26-000008,SRE,2025,Q4,GT
0001549346-23-000020,SSTK,2023,Q1,GT
0001549346-23-000032,SSTK,2023,Q2,GT
0001549346-23-000041,SSTK,2023,Q3,GT
0001549346-24-000004,SSTK,2023,Q4,GT
0001140361-24-023881,SSTK,2024,Q1,GT
0001549346-24-000031,SSTK,2024,Q2,GT
0001549346-25-000009,SSTK,2024,Q4,GT
0001549346-25-000026,SSTK,2025,Q1,GT
0001549346-25-000033,SSTK,2025,Q2,GT
0001549346-25-000043,SSTK,2025,Q3,GT
0001549346-26-000007,SSTK,2025,Q4,GT
0001477294-23-000057,ST,2023,Q1,GT
0001477294-23-000113,ST,2023,Q2,GT
0001477294-23-000133,ST,2023,Q3,GT
0001477294-24-000008,ST,2023,Q4,GT
0001477294-24-000060,ST,2024,Q1,GT
0001477294-24-000151,ST,2024,Q2,GT
0001477294-24-000185,ST,2024,Q3,GT
0001477294-25-000017,ST,2024,Q4,GT
0001477294-25-000065,ST,2025,Q1,GT
0001477294-25-000118,ST,2025,Q2,GT
0001477294-25-000128,ST,2025,Q3,GT
0001477294-26-000004,ST,2025,Q4,GT
0000950170-23-017172,STAA,2023,Q1,GT
0000950170-23-057446,STAA,2023,Q3,GT
0000950170-24-002738,STAA,2023,Q4,GT
0000950170-24-020126,STAA,2023,Q4,GT
0000950170-24-041613,STAA,2024,Q1,GT
0000950170-24-054454,STAA,2024,Q1,GT
0000950170-24-092728,STAA,2024,Q2,GT
0000950170-24-118953,STAA,2024,Q3,GT
0000950170-25-017872,STAA,2024,Q4,GT
0000950170-25-065607,STAA,2025,Q1,GT
0000950170-25-103974,STAA,2025,Q2,GT
0001193125-25-243041,STAA,2025,Q3,GT
0001193125-25-266857,STAA,2025,Q3,GT
0001104659-23-048128,STLD,2023,Q1,GT
0001104659-23-082573,STLD,2023,Q2,GT
0001104659-23-110072,STLD,2023,Q3,GT
0001104659-24-006167,STLD,2023,Q4,GT
0001104659-24-051064,STLD,2024,Q1,GT
0001104659-24-080714,STLD,2024,Q2,GT
0001104659-24-109422,STLD,2024,Q3,GT
0001104659-25-005488,STLD,2024,Q4,GT
0001104659-25-037919,STLD,2025,Q1,GT
0001104659-25-069499,STLD,2025,Q2,GT
0001104659-25-101080,STLD,2025,Q3,GT
0001104659-26-006889,STLD,2025,Q4,GT
0001104659-26-045938,STLD,2026,Q1,GT
0000093751-23-000550,STT,2023,Q1,GT
0000093751-23-000639,STT,2023,Q2,GT
0000093751-23-000690,STT,2023,Q3,GT
0000093751-24-000022,STT,2023,Q4,GT
0000093751-24-000584,STT,2024,Q1,GT
0000093751-24-000662,STT,2024,Q2,GT
0000093751-24-000722,STT,2024,Q3,GT
0000093751-25-000004,STT,2024,Q4,GT
0000093751-25-000220,STT,2025,Q1,GT
0000093751-25-000403,STT,2025,Q2,GT
0000093751-25-000560,STT,2025,Q3,GT
0000093751-26-000008,STT,2025,Q4,GT
0001193125-23-106624,STX,2023,Q3,GT
0001137789-23-000025,STX,2023,Q3,GT
0001137789-23-000045,STX,2023,Q4,GT
0001137789-23-000125,STX,2024,Q1,GT
0001137789-24-000004,STX,2024,Q2,GT
0001137789-24-000030,STX,2024,Q3,GT
0001137789-24-000061,STX,2024,Q4,GT
0001137789-24-000141,STX,2025,Q1,GT
0001137789-25-000006,STX,2025,Q2,GT
0001137789-25-000070,STX,2025,Q3,GT
0001137789-25-000283,STX,2026,Q1,GT
0001137789-26-000016,STX,2026,Q2,GT
0000093556-23-000011,SWK,2023,Q1,GT
0000093556-23-000022,SWK,2023,Q2,GT
0000093556-23-000028,SWK,2023,Q3,GT
0000093556-24-000006,SWK,2023,Q4,GT
0000093556-24-000088,SWK,2024,Q1,GT
0000093556-24-000136,SWK,2024,Q2,GT
0000093556-24-000179,SWK,2024,Q3,GT
0000093556-25-000002,SWK,2024,Q4,GT
0000093556-25-000104,SWK,2025,Q1,GT
0001193125-25-151956,SWK,2025,Q2,GT
0000093556-25-000141,SWK,2025,Q2,GT
0000093556-25-000152,SWK,2025,Q3,GT
0000093556-26-000004,SWK,2025,Q4,GT
0001628280-23-015512,SXC,2023,Q1,GT
0001628280-23-026351,SXC,2023,Q2,GT
0001628280-23-035799,SXC,2023,Q3,GT
0001628280-24-002810,SXC,2023,Q4,GT
0001628280-24-019476,SXC,2024,Q1,GT
0001514705-24-000015,SXC,2024,Q2,GT
0001628280-24-044438,SXC,2024,Q3,GT
0001628280-25-003090,SXC,2024,Q4,GT
0001628280-25-020823,SXC,2025,Q1,GT
0001514705-25-000017,SXC,2025,Q2,GT
0001514705-25-000034,SXC,2025,Q3,GT
0001514705-26-000007,SXC,2025,Q4,GT
0000310764-23-000065,SYK,2023,Q1,GT
0000310764-23-000104,SYK,2023,Q2,GT
0000310764-23-000114,SYK,2023,Q3,GT
0000310764-24-000005,SYK,2023,Q4,GT
0000310764-24-000062,SYK,2024,Q1,GT
0000310764-24-000095,SYK,2024,Q2,GT
0000310764-24-000113,SYK,2024,Q3,GT
0000310764-25-000005,SYK,2024,Q4,GT
0000310764-25-000072,SYK,2025,Q1,GT
0000310764-25-000103,SYK,2025,Q2,GT
0000310764-25-000126,SYK,2025,Q3,GT
0000310764-26-000006,SYK,2025,Q4,GT
0000950170-23-037965,SYNA,2023,Q4,GT
0000950170-24-012775,SYNA,2024,Q2,GT
0000950170-24-057013,SYNA,2024,Q3,GT
0000950170-24-093944,SYNA,2024,Q4,GT
0001628280-24-046300,SYNA,2025,Q1,GT
0001628280-25-003458,SYNA,2025,Q2,GT
0000817720-25-000009,SYNA,2025,Q2,GT
0000817720-25-000039,SYNA,2025,Q3,GT
0000817720-25-000066,SYNA,2025,Q4,GT
0000817720-25-000113,SYNA,2026,Q1,GT
0000817720-26-000015,SYNA,2026,Q2,GT
0000096021-23-000063,SYY,2023,Q3,GT
0000096021-23-000087,SYY,2023,Q4,GT
0000096021-23-000197,SYY,2024,Q1,GT
0000096021-24-000013,SYY,2024,Q2,GT
0000096021-24-000040,SYY,2024,Q3,GT
0000096021-24-000057,SYY,2024,Q4,GT
0000096021-24-000183,SYY,2025,Q1,GT
0000096021-25-000008,SYY,2025,Q2,GT
0000096021-25-000034,SYY,2025,Q3,GT
0000096021-25-000063,SYY,2025,Q4,GT
0000096021-25-000154,SYY,2026,Q1,GT
0000096021-26-000006,SYY,2026,Q2,GT
0000816761-23-000012,TDC,2023,Q1,GT
0000816761-23-000017,TDC,2023,Q2,GT
0000816761-23-000022,TDC,2023,Q3,GT
0000816761-24-000006,TDC,2023,Q4,GT
0000816761-24-000095,TDC,2024,Q1,GT
0000816761-24-000143,TDC,2024,Q2,GT
0000816761-24-000159,TDC,2024,Q3,GT
0000816761-25-000006,TDC,2024,Q4,GT
0000816761-25-000105,TDC,2025,Q1,GT
0000816761-25-000179,TDC,2025,Q2,GT
0001628280-25-048834,TDC,2025,Q3,GT
0001628280-26-006830,TDC,2025,Q4,GT
0001260221-23-000036,TDG,2023,Q2,GT
0001260221-23-000054,TDG,2023,Q3,GT
0001260221-23-000077,TDG,2023,Q4,GT
0001260221-24-000019,TDG,2024,Q1,GT
0001260221-24-000043,TDG,2024,Q2,GT
0001260221-24-000066,TDG,2024,Q3,GT
0001260221-24-000082,TDG,2024,Q4,GT
0001260221-25-000012,TDG,2025,Q1,GT
0001260221-25-000024,TDG,2025,Q2,GT
0001260221-25-000049,TDG,2025,Q3,GT
0001260221-25-000078,TDG,2025,Q4,GT
0001260221-26-000015,TDG,2026,Q1,GT
0001558370-23-006823,TDOC,2023,Q1,GT
0001477449-23-000005,TDOC,2023,Q2,GT
0001477449-23-000063,TDOC,2023,Q3,GT
0001477449-24-000017,TDOC,2023,Q4,GT
0001477449-24-000083,TDOC,2024,Q1,GT
0001477449-24-000099,TDOC,2024,Q1,GT
0001477449-24-000172,TDOC,2024,Q2,GT
0001477449-24-000224,TDOC,2024,Q3,GT
0001477449-25-000002,TDOC,2024,Q4,GT
0001477449-25-000047,TDOC,2025,Q1,GT
0001477449-25-000096,TDOC,2025,Q2,GT
0001477449-25-000114,TDOC,2025,Q3,GT
0001477449-25-000117,TDOC,2025,Q3,GT
0001477449-26-000010,TDOC,2025,Q4,GT
0001094285-23-000058,TDY,2023,Q1,GT
0001094285-23-000097,TDY,2023,Q2,GT
0001094285-23-000122,TDY,2023,Q3,GT
0001094285-24-000005,TDY,2023,Q4,GT
0001094285-24-000052,TDY,2024,Q1,GT
0001094285-24-000088,TDY,2024,Q2,GT
0001094285-24-000099,TDY,2024,Q3,GT
0001094285-25-000003,TDY,2024,Q4,GT
0001094285-25-000062,TDY,2025,Q1,GT
0001094285-25-000120,TDY,2025,Q2,GT
0001094285-25-000137,TDY,2025,Q3,GT
0001094285-26-000008,TDY,2025,Q4,GT
0001650372-23-000021,TEAM,2023,Q3,GT
0001650372-23-000035,TEAM,2023,Q4,GT
0001650372-23-000058,TEAM,2024,Q1,GT
0001650372-24-000007,TEAM,2024,Q2,GT
0001650372-24-000013,TEAM,2024,Q3,GT
0001650372-24-000023,TEAM,2024,Q4,GT
0001650372-24-000054,TEAM,2025,Q1,GT
0001650372-25-000005,TEAM,2025,Q2,GT
0001650372-25-000018,TEAM,2025,Q3,GT
0001650372-25-000028,TEAM,2025,Q4,GT
0001650372-25-000064,TEAM,2026,Q1,GT
0001650372-26-000008,TEAM,2026,Q2,GT
0001558370-23-007739,TECH,2023,Q3,GT
0001558370-23-013727,TECH,2023,Q4,GT
0001558370-23-017051,TECH,2024,Q1,GT
0001558370-24-000683,TECH,2024,Q2,GT
0001558370-24-006319,TECH,2024,Q3,GT
0001558370-24-011193,TECH,2024,Q4,GT
0001558370-24-013879,TECH,2025,Q1,GT
0001558370-25-000639,TECH,2025,Q2,GT
0001558370-25-006594,TECH,2025,Q3,GT
0001558370-25-010393,TECH,2025,Q4,GT
0001104659-25-106631,TECH,2026,Q1,GT
0001104659-26-009994,TECH,2026,Q2,GT
0001558370-23-006746,TEL,2023,Q2,GT
0001558370-23-012232,TEL,2023,Q3,GT
0001558370-23-017163,TEL,2023,Q4,GT
0001558370-24-000444,TEL,2024,Q1,GT
0001558370-24-005522,TEL,2024,Q2,GT
0001558370-24-010004,TEL,2024,Q3,GT
0001558370-24-013877,TEL,2024,Q4,GT
0001558370-25-000299,TEL,2025,Q1,GT
0001558370-25-005183,TEL,2025,Q2,GT
0001558370-25-009400,TEL,2025,Q3,GT
0001104659-25-103388,TEL,2025,Q4,GT
0001104659-26-005219,TEL,2026,Q1,GT
0001104659-26-046285,TEL,2026,Q2,GT
0001628280-23-012561,TENB,2023,Q1,GT
0001660280-23-000102,TENB,2023,Q2,GT
0001660280-23-000136,TENB,2023,Q3,GT
0001660280-24-000007,TENB,2023,Q4,GT
0001660280-24-000069,TENB,2024,Q1,GT
0001660280-24-000119,TENB,2024,Q2,GT
0001660280-24-000151,TENB,2024,Q3,GT
0001660280-25-000002,TENB,2024,Q4,GT
0001660280-25-000010,TENB,2024,Q4,GT
0001660280-25-000013,TENB,2024,Q4,GT
0001660280-25-000068,TENB,2025,Q1,GT
0001660280-25-000087,TENB,2025,Q2,GT
0001660280-25-000125,TENB,2025,Q3,GT
0001660280-26-000004,TENB,2025,Q4,GT
0001654954-24-003775,TENX,2023,Q4,GT
0001654954-24-006131,TENX,2024,Q1,GT
0001654954-24-010454,TENX,2024,Q2,GT
0001654954-24-014203,TENX,2024,Q3,GT
0000950170-25-044375,TENX,2024,Q4,GT
0000950170-25-071382,TENX,2025,Q1,GT
0001654954-25-009510,TENX,2025,Q2,GT
0001654954-25-012921,TENX,2025,Q3,GT
0001654954-26-002072,TENX,2025,Q4,GT
0001193125-23-119702,TER,2023,Q1,GT
0001193125-23-195224,TER,2023,Q2,GT
0000950170-23-055353,TER,2023,Q3,GT
0000950170-24-009126,TER,2023,Q4,GT
0000950170-24-047880,TER,2024,Q1,GT
0000950170-24-086252,TER,2024,Q2,GT
0000950170-24-116845,TER,2024,Q3,GT
0000950170-25-010781,TER,2024,Q4,GT
0000950170-25-059568,TER,2025,Q1,GT
0000950170-25-099876,TER,2025,Q2,GT
0001193125-25-254602,TER,2025,Q3,GT
0001193125-26-034348,TER,2025,Q4,GT
0000097216-23-000133,TEX,2023,Q1,GT
0000097216-23-000174,TEX,2023,Q2,GT
0000097216-23-000197,TEX,2023,Q3,GT
0000097216-24-000010,TEX,2023,Q4,GT
0000097216-24-000097,TEX,2024,Q1,GT
0000097216-24-000131,TEX,2024,Q2,GT
0000097216-24-000151,TEX,2024,Q3,GT
0000097216-25-000007,TEX,2024,Q4,GT
0000097216-25-000094,TEX,2025,Q1,GT
0000097216-25-000136,TEX,2025,Q2,GT
0000097216-25-000157,TEX,2025,Q3,GT
0000097216-26-000028,TEX,2025,Q4,GT
0000097216-26-000030,TEX,2025,Q4,GT
0000096943-23-000047,TFX,2023,Q1,GT
0000096943-23-000088,TFX,2023,Q2,GT
0000096943-23-000099,TFX,2023,Q3,GT
0000096943-24-000027,TFX,2023,Q4,GT
0000096943-24-000068,TFX,2024,Q1,GT
0000096943-24-000128,TFX,2024,Q2,GT
0000096943-24-000146,TFX,2024,Q3,GT
0000096943-25-000025,TFX,2024,Q4,GT
0000096943-25-000074,TFX,2025,Q1,GT
0000096943-25-000112,TFX,2025,Q2,GT
0000096943-25-000136,TFX,2025,Q3,GT
0000096943-26-000003,TFX,2025,Q4,GT
0000096943-26-000011,TFX,2025,Q4,GT
0001157523-23-000869,TJX,2024,Q1,GT
0001157523-23-001335,TJX,2024,Q2,GT
0001157523-23-001738,TJX,2024,Q3,GT
0000109198-24-000010,TJX,2024,Q4,GT
0000109198-24-000031,TJX,2025,Q1,GT
0000109198-24-000044,TJX,2025,Q2,GT
0000109198-24-000056,TJX,2025,Q3,GT
0000109198-25-000006,TJX,2025,Q4,GT
0000109198-25-000037,TJX,2026,Q1,GT
0000109198-25-000051,TJX,2026,Q2,GT
0000109198-25-000058,TJX,2026,Q3,GT
0000109198-26-000004,TJX,2026,Q4,GT
0000098362-23-000050,TKR,2023,Q1,GT
0000098362-23-000053,TKR,2023,Q1,GT
0000098362-23-000103,TKR,2023,Q2,GT
0000098362-23-000132,TKR,2023,Q3,GT
0000098362-24-000007,TKR,2023,Q4,GT
0000098362-24-000048,TKR,2024,Q1,GT
0000098362-24-000098,TKR,2024,Q2,GT
0000098362-24-000127,TKR,2024,Q3,GT
0000098362-25-000009,TKR,2024,Q4,GT
0000098362-25-000076,TKR,2025,Q1,GT
0000098362-25-000110,TKR,2025,Q2,GT
0000098362-25-000137,TKR,2025,Q3,GT
0000098362-26-000005,TKR,2025,Q4,GT
0001193125-23-116515,TMHC,2023,Q1,GT
0001193125-23-194003,TMHC,2023,Q2,GT
0001193125-23-262226,TMHC,2023,Q3,GT
0001193125-24-034849,TMHC,2023,Q4,GT
0001193125-24-123618,TMHC,2024,Q1,GT
0001193125-24-183274,TMHC,2024,Q2,GT
0001193125-24-241415,TMHC,2024,Q3,GT
0001193125-25-024748,TMHC,2024,Q4,GT
0001193125-25-089989,TMHC,2025,Q1,GT
0001193125-25-162909,TMHC,2025,Q2,GT
0001193125-25-245802,TMHC,2025,Q3,GT
0001193125-26-045475,TMHC,2025,Q4,GT
0001193125-26-168218,TMHC,2026,Q1,GT
0001628280-23-013041,TMO,2023,Q1,GT
0000097745-23-000054,TMO,2023,Q2,GT
0000097745-23-000065,TMO,2023,Q3,GT
0000097745-24-000003,TMO,2023,Q4,GT
0000097745-24-000019,TMO,2024,Q1,GT
0000097745-24-000036,TMO,2024,Q2,GT
0000097745-24-000043,TMO,2024,Q3,GT
0000097745-25-000003,TMO,2024,Q4,GT
0000097745-25-000034,TMO,2025,Q1,GT
0000097745-25-000093,TMO,2025,Q2,GT
0000097745-25-000150,TMO,2025,Q3,GT
0000097745-26-000012,TMO,2025,Q4,GT
0001438133-23-000066,TNDM,2023,Q1,GT
0001438133-23-000152,TNDM,2023,Q2,GT
0001438133-23-000206,TNDM,2023,Q3,GT
0001438133-24-000026,TNDM,2023,Q4,GT
0001438133-24-000085,TNDM,2024,Q1,GT
0001438133-24-000176,TNDM,2024,Q2,GT
0001438133-24-000200,TNDM,2024,Q3,GT
0001438133-25-000035,TNDM,2024,Q4,GT
0001438133-25-000068,TNDM,2025,Q1,GT
0001438133-25-000155,TNDM,2025,Q2,GT
0001438133-25-000186,TNDM,2025,Q3,GT
0001438133-26-000009,TNDM,2025,Q4,GT
0000794170-23-000039,TOL,2023,Q2,GT
0000794170-23-000051,TOL,2023,Q3,GT
0000794170-23-000058,TOL,2023,Q4,GT
0000794170-24-000011,TOL,2024,Q1,GT
0000794170-24-000030,TOL,2024,Q2,GT
0000794170-24-000039,TOL,2024,Q3,GT
0000794170-24-000046,TOL,2024,Q4,GT
0000794170-25-000024,TOL,2025,Q1,GT
0000794170-25-000035,TOL,2025,Q2,GT
0000794170-25-000055,TOL,2025,Q3,GT
0000794170-25-000099,TOL,2025,Q4,GT
0001650164-23-000167,TOST,2023,Q1,GT
0001650164-23-000304,TOST,2023,Q2,GT
0001650164-23-000368,TOST,2023,Q3,GT
0001650164-24-000069,TOST,2023,Q4,GT
0001650164-24-000175,TOST,2024,Q1,GT
0001650164-24-000282,TOST,2024,Q2,GT
0001650164-24-000381,TOST,2024,Q3,GT
0001650164-25-000066,TOST,2024,Q4,GT
0001650164-25-000175,TOST,2025,Q1,GT
0001650164-25-000288,TOST,2025,Q2,GT
0001650164-25-000334,TOST,2025,Q3,GT
0001650164-26-000050,TOST,2025,Q4,GT
0001880661-23-000040,TPG,2023,Q1,GT
0001880661-23-000054,TPG,2023,Q2,GT
0001880661-23-000100,TPG,2023,Q3,GT
0001880661-24-000004,TPG,2023,Q4,GT
0001880661-24-000026,TPG,2024,Q1,GT
0001880661-24-000041,TPG,2024,Q2,GT
0001880661-24-000050,TPG,2024,Q3,GT
0001880661-25-000007,TPG,2024,Q4,GT
0001880661-25-000032,TPG,2025,Q1,GT
0001880661-25-000057,TPG,2025,Q2,GT
0001880661-25-000073,TPG,2025,Q3,GT
0001880661-26-000003,TPG,2025,Q4,GT
0001434621-23-000005,TREE,2023,Q1,GT
0001434621-23-000015,TREE,2023,Q2,GT
0001434621-23-000019,TREE,2023,Q3,GT
0001434621-24-000003,TREE,2023,Q4,GT
0001434621-24-000010,TREE,2024,Q1,GT
0001434621-24-000017,TREE,2024,Q2,GT
0001434621-24-000023,TREE,2024,Q3,GT
0001434621-25-000003,TREE,2024,Q4,GT
0001434621-25-000009,TREE,2025,Q1,GT
0001434621-25-000015,TREE,2025,Q2,GT
0001434621-25-000019,TREE,2025,Q2,GT
0001628280-25-047318,TREE,2025,Q3,GT
0001628280-26-013273,TREE,2025,Q4,GT
0000950170-23-017422,TRGP,2023,Q1,GT
0000950170-23-037533,TRGP,2023,Q2,GT
0000950170-23-057723,TRGP,2023,Q3,GT
0000950170-24-015593,TRGP,2023,Q4,GT
0000950170-24-051550,TRGP,2024,Q1,GT
0000950170-24-088922,TRGP,2024,Q2,GT
0000950170-24-121056,TRGP,2024,Q3,GT
0000950170-25-023713,TRGP,2024,Q4,GT
0000950170-25-061423,TRGP,2025,Q1,GT
0001193125-25-174913,TRGP,2025,Q2,GT
0001193125-25-265621,TRGP,2025,Q3,GT
0001193125-26-058040,TRGP,2025,Q4,GT
0000950170-23-017146,TRIP,2023,Q1,GT
0000950170-23-037121,TRIP,2023,Q2,GT
0000950170-23-059372,TRIP,2023,Q3,GT
0000950170-24-015195,TRIP,2023,Q4,GT
0000950170-24-055048,TRIP,2024,Q1,GT
0000950170-24-091729,TRIP,2024,Q2,GT
0000950170-24-122236,TRIP,2024,Q3,GT
0000950170-25-023733,TRIP,2024,Q4,GT
0000950170-25-064977,TRIP,2025,Q1,GT
0000950170-25-104961,TRIP,2025,Q2,GT
0001193125-25-268036,TRIP,2025,Q3,GT
0001193125-26-047622,TRIP,2025,Q4,GT
0000864749-23-000074,TRMB,2023,Q1,GT
0000864749-23-000171,TRMB,2023,Q2,GT
0000864749-23-000187,TRMB,2023,Q3,GT
0000864749-24-000034,TRMB,2023,Q4,GT
0000864749-24-000080,TRMB,2024,Q1,GT
0000864749-24-000126,TRMB,2024,Q1,GT
0000864749-25-000023,TRMB,2024,Q4,GT
0000864749-25-000105,TRMB,2025,Q1,GT
0000864749-25-000243,TRMB,2025,Q2,GT
0000864749-25-000283,TRMB,2025,Q3,GT
0000864749-26-000006,TRMB,2025,Q4,GT
0001113169-23-000011,TROW,2023,Q1,GT
0001113169-23-000022,TROW,2023,Q2,GT
0001113169-23-000042,TROW,2023,Q3,GT
0001113169-24-000002,TROW,2023,Q4,GT
0001113169-24-000011,TROW,2024,Q1,GT
0001113169-24-000018,TROW,2024,Q2,GT
0001113169-24-000028,TROW,2024,Q3,GT
0001113169-25-000002,TROW,2024,Q4,GT
0001113169-25-000013,TROW,2025,Q1,GT
0001113169-25-000021,TROW,2025,Q2,GT
0001628280-25-047662,TROW,2025,Q3,GT
0001628280-26-005273,TROW,2025,Q4,GT
0001140361-23-020748,TROX,2023,Q1,GT
0001140361-23-036388,TROX,2023,Q2,GT
0001140361-23-049587,TROX,2023,Q3,GT
0001140361-24-008274,TROX,2023,Q4,GT
