exchange,symbol,name,sector,industry
NYSE,BOWL,Bowlero Corp. Class A Common Stock,Consumer Cyclical,Leisure
NYSE,HLIO,"Helios Technologies, Inc. Common Stock",Industrials,Specialty Industrial Machinery
NASDAQ,AKU,Akumin Inc. - Common Shares,Healthcare,Diagnostics & Research
NYSE,DOUG,Douglas Elliman Inc. Common Stock,Real Estate,Real Estate Services
NASDAQ,TPG,TPG Inc. - Class A Common Stock,Financial Services,Asset Management
NASDAQ,PALT,"Paltalk, Inc. - Common Stock",Technology,Software - Application
NASDAQ,DCGO,DocGo Inc. - Common Stock,Healthcare,Medical Care Facilities
NASDAQ,FLGC,Flora Growth Corp. - Common Stock,,
NASDAQ,FGF,Fundamental Global Inc. - Common Stock,Financial Services,Insurance - Diversified
TSX,AFN,Ag Growth International Inc.,Industrials,Farm & Heavy Construction Machinery
NASDAQ,LOTZ,"CarLotz, Inc. - Class A Common Stock",,
NASDAQ,BCDA,"BioCardia, Inc. - Common Stock",Healthcare,Biotechnology
NASDAQ,UTRS,"Minerva Surgical, Inc. - Common Stock",Healthcare,Health Information Services
OTC,DCMDF,Data Commun Mgmt Corp,,
NASDAQ,SCTL,"Societal CDMO, Inc. - Common Stock",Healthcare,Drug Manufacturers - Specialty & Generic
NYSE,STRY,"Starry Group Holdings, Inc. Class A Common Stock",,
NYSE,TRQ,Turquoise Hill Resources Ltd. Ordinary Shares,,
NYSE,CRGY,Crescent Energy Company Class A Common Stock,Energy,Oil & Gas Integrated
NASDAQ,LBPH,"Longboard Pharmaceuticals, Inc. - Common Stock",Healthcare,Biotechnology
NASDAQ,DAVE,Dave Inc.  - Class A Common Stock,Technology,Software - Application
NYSE,SWX,"Southwest Gas Holdings, Inc. Common Stock (DE)",Utilities,Utilities - Regulated Gas
NASDAQ,VORB,"Virgin Orbit Holdings, Inc. - Common Stock",,
NASDAQ,FUSN,Fusion Pharmaceuticals Inc. - Common Shares,,
NASDAQ,IMCC,IM Cannabis Corp. - Common Shares,Healthcare,Drug Manufacturers - Specialty & Generic
NYSE,ESAB,ESAB Corporation Common Stock,Industrials,Metal Fabrication
NASDAQ,PANL,Pangaea Logistics Solutions Ltd. - Common Stock,Industrials,Marine Shipping
NASDAQ,LNW,"Light & Wonder, Inc.  - Common Stock",Consumer Cyclical,Gambling
NASDAQ,GGR,Gogoro Inc. - Ordinary Shares,Consumer Cyclical,Auto Manufacturers
NASDAQ,BIOR,"Biora Therapeutics, Inc.  - Common Stock",Healthcare,Biotechnology
NASDAQ,STRN,"Stran & Company, Inc. - Common Stock",,
TSX,PXT,Parex Resources Inc.,Energy,Oil & Gas E&P
NASDAQ,EQRX,"EQRx, Inc.  - Common Stock",,
NASDAQ,BTTX,"Better Therapeutics, Inc. - Common Stock",Healthcare,Biotechnology
NASDAQ,APLD,Applied Digital Corporation - Common Stock,Technology,Information Technology Services
NASDAQ,EMBC,Embecta Corp. - Common Stock,Healthcare,Medical Instruments & Supplies
OTC,TRSSF,Terrascent Corp,,
NASDAQ,VTYX,"Ventyx Biosciences, Inc. - Common Stock",Healthcare,Biotechnology
NASDAQ,PEAR,"Pear Therapeutics, Inc. - Class A Common Stock",,
NYSE,DNA,"Ginkgo Bioworks Holdings, Inc. Class A Common Stock",Healthcare,Biotechnology
NASDAQ,WEJO,Wejo Group Limited - Common Shares,,
NASDAQ,MNMD,Mind Medicine (MindMed) Inc. - Common Shares,Healthcare,Biotechnology
NYSE,FRGE,"Forge Global Holdings, Inc. Common Stock",Financial Services,Capital Markets
NYSE,QNGY,"Quanergy Systems, Inc. Common Stock",,
NASDAQ,ABOS,"Acumen Pharmaceuticals, Inc. - Common Stock",Healthcare,Biotechnology
NASDAQ,IKT,"Inhibikase Therapeutics, Inc. - Common Stock",Healthcare,Biotechnology
AMEX,DPSI,"DecisionPoint Systems, Inc. Common Stock",Technology,Software - Application
NYSE,NRGV,"Energy Vault Holdings, Inc. Common Stock",Utilities,Utilities - Renewable
NYSE,WRBY,Warby Parker Inc. Class A Common Stock,Healthcare,Medical Instruments & Supplies
NASDAQ,OBSV,ObsEva SA - Common Shares,,
NYSE,LLAP,Terran Orbital Corporation Common Stock,Industrials,Aerospace & Defense
NASDAQ,MNDY,monday.com Ltd. - Ordinary Shares,Technology,Software - Application
TSX,GRA,NanoXplore Inc.,Basic Materials,Chemicals
OTC,EUMNF,Euro Managanese Inc,Basic Materials,Other Industrial Metals & Mining
NASDAQ,INAB,"IN8bio, Inc. - Common Stock",Healthcare,Biotechnology
NASDAQ,DTSS,Datasea Inc. - Common Stock,,
NASDAQ,DSGN,"Design Therapeutics, Inc. - Common Stock",Healthcare,Biotechnology
NASDAQ,ICCM,IceCure Medical Ltd. - Ordinary Shares,Healthcare,Medical Devices
NASDAQ,FNCH,"Finch Therapeutics Group, Inc. - Common Stock",,
NASDAQ,KDNY,"Chinook Therapeutics, Inc. - Common Stock",,
NYSE,TGT,Target Corporation Common Stock,Consumer Defensive,Discount Stores
NASDAQ,SPI,"SPI Energy Co., Ltd. - Ordinary Shares",,
NASDAQ,GRAB,Grab Holdings Limited - Class A Ordinary Shares,Technology,Software - Application
NYSE,IHS,IHS Holding Limited Ordinary Shares,Communication Services,Telecom Services
NASDAQ,AMAT,"Applied Materials, Inc. - Common Stock",Technology,Semiconductor Equipment & Materials
AMEX,BMTX,"BM Technologies, Inc. Common Stock",Technology,Software - Application
NASDAQ,API,"Agora, Inc. - ADS",Technology,Software - Application
NASDAQ,RSLS,"ReShape Lifesciences, Inc. - Common Stock",Healthcare,Medical Devices
NASDAQ,TERN,"Terns Pharmaceuticals, Inc. - Common Stock",,
NYSE,JP,"Jupai Holdings Limited American Depositary Shares, each representing six ordinary shares",,
NASDAQ,NUVL,"Nuvalent, Inc. - Class A Common Stock",Healthcare,Biotechnology
NYSE,EE,"Excelerate Energy, Inc. Class A Common Stock",Energy,Oil & Gas Midstream
NYSE,PGRU,PropertyGuru Group Limited Ordinary Shares,Communication Services,Internet Content & Information
NASDAQ,FFIE,Faraday Future Intelligent Electric Inc. - Class A Common Stock,Consumer Cyclical,Auto Manufacturers
NYSE,BRK.B,Berkshire Hathaway Inc. New Common Stock,,
NASDAQ,OZON,"Ozon Holdings PLC - ADS, each ADS representing one ordinary share",,
NYSE,SIRE,Sisecam Resources LP Common Units representing limited partner interests,,
NYSE,CLB,Core Laboratories Inc. Common Stock,Energy,Oil & Gas Equipment & Services
NASDAQ,HGEN,"Humanigen, Inc. - Common Stock",,
NASDAQ,TCRX,"TScan Therapeutics, Inc. - Common Stock",,
TSX,NVA,NuVista Energy Ltd.,,
AMEX,STXS,"Stereotaxis, Inc. Common Stock",Healthcare,Medical Instruments & Supplies
OTC,INTWF,Sharc Intl Sys Inc,,
OTC,HEWA,Healthwarehouse.Com,,
NASDAQ,JVA,"Coffee Holding Co., Inc. - Common Stock",,
OTC,PBSV,Pharm-Bio Serv Inc,,
NASDAQ,BDTX,"Black Diamond Therapeutics, Inc. - Common Stock",,
NASDAQ,PACW,PacWest Bancorp - Common Stock,Financial Services,Banks - Regional
NASDAQ,KZR,"Kezar Life Sciences, Inc. - Common Stock",,
AMEX,ARMP,"Armata Pharmaceuticals, Inc. Common Stock",,
NYSE,APSG,Apollo Strategic Growth Capital Class A Ordinary Shares,,
TSX,INO.UN,Inovalis Real Estate Investment Trust,,
NASDAQ,JSPR,"Jasper Therapeutics, Inc. - Class A Common Stock",,
NASDAQ,LEGN,Legend Biotech Corporation - American Depositary Shares,Healthcare,Biotechnology
NASDAQ,JANX,"Janux Therapeutics, Inc. - Common Stock",,
NASDAQ,PALI,"Palisade Bio, Inc. - Common Stock",,
TSX,PMN,ProMIS Neurosciences Inc.,,
NASDAQ,INKT,"MiNK Therapeutics, Inc. - Common Stock",Healthcare,Biotechnology
TSX,CPI,Condor Petroleum Inc.,,
NYSE,QD,"Qudian Inc. American Depositary Shares, each representing one Class A Ordinary Share",,
TSX,WFS,World Financial Split Corp.,,
TSXV,ESE,ESE Entertainment Inc.,,
NASDAQ,CPHC,Canterbury Park Holding Corporation - Common Stock,,
NASDAQ,CRBU,"Caribou Biosciences, Inc. - Common Stock",,
TSX,MAL,Magellan Aerospace Corporation,,
OTC,PVSP,Pervasip Corp New,,
OTC,BNXAF,Banxa Hldgs Inc,,
NASDAQ,PMVP,"PMV Pharmaceuticals, Inc. - Common Stock",,
NASDAQ,VLGEA,"Village Super Market, Inc. - Class A Common Stock",,
NASDAQ,DBTX,"Decibel Therapeutics, Inc. - Common Stock",,
NASDAQ,NKTX,"Nkarta, Inc. - Common Stock",,
NYSE,RFL,"Rafael Holdings, Inc. Class B Common Stock",,
NASDAQ,TALS,"Talaris Therapeutics, Inc. - Common Stock",,
OTC,VBHI,Verde Bio Hldgs Inc,,
NASDAQ,NCMI,"National CineMedia, Inc. - Common Stock",Communication Services,Advertising Agencies
TSX,PNC.A,Postmedia Network Canada Corp.,,
NASDAQ,NFLX,"Netflix, Inc. - Common Stock",Communication Services,Entertainment
OTC,MICR,Micron Solutions Inc,,
OTC,ELWSF,Electreon Wireless Ltd,,
NYSE,CNNE,"Cannae Holdings, Inc. Common Stock",Consumer Cyclical,Restaurants
NYSE,SST,"System1, Inc. Class A Common Stock",Industrials,Specialty Business Services
NYSE,ETWO,"E2open Parent Holdings, Inc.Class A Common Stock",Technology,Software - Application
NASDAQ,PRPO,"Precipio, Inc. - Common Stock",,
NYSE,SWI,SolarWinds Corporation Common Stock,Technology,Software - Infrastructure
NYSE,CR,Crane Company Common Stock,Industrials,Specialty Industrial Machinery
NYSE,UBA,Urstadt Biddle Properties Inc. Common Stock,,
NASDAQ,LYLT,Loyalty Ventures Inc. - Common Stock,,
NYSE,ALIN$A,Altera Infrastructure L.P. 7.25% Series A ,,
NASDAQ,PARA,Paramount Global - Class B Common Stock,Communication Services,Entertainment
NASDAQ,COKE,"Coca-Cola Consolidated, Inc. - Common Stock",,
NASDAQ,PNT,POINT Biopharma Global Inc.  - Common Stock,,
OTC,IDXG,Interpace Biosciences Inc,,
NYSE,MANU,Manchester United Ltd. Class A Ordinary Shares,,
NASDAQ,CCEP,Coca-Cola Europacific Partners plc - Ordinary Shares,,
NYSE,BBWI,"Bath & Body Works, Inc.",Consumer Cyclical,Specialty Retail
NASDAQ,ZM,"Zoom Communications, Inc. - Class A Common Stock",Technology,Software - Application
NASDAQ,LWAY,"Lifeway Foods, Inc. - Common Stock",Consumer Defensive,Packaged Foods
NASDAQ,PNRG,PrimeEnergy Resources Corporation - Common Stock,,
OTC,FLWPF,Flowr Corp New,,
NASDAQ,ENVB,"Enveric Biosciences, Inc.  - Common Stock",,
NASDAQ,ALNA,"Allena Pharmaceuticals, Inc. - Common Stock",,
NYSE,STLA,Stellantis N.V. Common Shares,Consumer Cyclical,Auto Manufacturers
NASDAQ,JZXN,"Jiuzi Holdings, Inc. - Ordinary Shares",,
NASDAQ,COST,Costco Wholesale Corporation - Common Stock,Consumer Defensive,Discount Stores
NYSE,TEL,TE Connectivity plc Ordinary Shares,Technology,Electronic Components
NYSE,PG,Procter & Gamble Company (The) Common Stock,Consumer Defensive,Household & Personal Products
NYSE,UNH,UnitedHealth Group Incorporated Common Stock (DE),Healthcare,Healthcare Plans
NYSE,PFE,"Pfizer, Inc. Common Stock",Healthcare,Drug Manufacturers - General
NASDAQ,EPIX,ESSA Pharma Inc. - Common Stock,,
NASDAQ,VYGR,"Voyager Therapeutics, Inc. - Common Stock",Healthcare,Biotechnology
NYSE,DE,Deere & Company Common Stock,Industrials,Farm & Heavy Construction Machinery
TSX,TXG,Torex Gold Resources Inc.,Basic Materials,Gold
TSX,TRI,Thomson Reuters Corporation,,
OTC,TYFG,Tri County Fincl Grp Corp,,
NYSE,TY,Tri Continental Corporation Common Stock,,
NASDAQ,PYPL,"PayPal Holdings, Inc. - Common Stock",Financial Services,Credit Services
OTC,IRLCF,Israel Corp Ord,,
OTC,BWOFY,Bw Offshore Adr,Energy,Oil & Gas Equipment & Services
OTC,AKOWF,Aker Offshore Wind As,,
OTC,HIRRF,Hire Technologies Inc,,
NYSE,MCD,McDonald's Corporation Common Stock,Consumer Cyclical,Restaurants
OTC,MAXFF,Max Stock Ltd,Consumer Cyclical,Department Stores
NASDAQ,SFET,Safe-T Group Ltd. - American Depositary Shares,,
TSXV,CANS,Wildpack Beverage Inc.,,
NASDAQ,PEP,"PepsiCo, Inc. - Common Stock",Consumer Defensive,Beverages - Non-Alcoholic
OTC,MMTOF,Mitsubishi Motors New,,
OTC,NVMDF,Novamind Inc,,
TSX,VGCX,Victoria Gold Corp.,Basic Materials,Gold
TSXV,OG,ORAGIN Foods Inc.,,
OTC,OGGFF,Oragin Foods Inc,,
OTC,GRKZF,Greek Organistn Football,,
NYSE,IOT,Samsara Inc. Class A Common Stock,Technology,Software - Infrastructure
OTC,SAML,Samsara Luggage Inc,,
NASDAQ,CVGW,"Calavo Growers, Inc. - Common Stock",,
NASDAQ,CHEK,Check-Cap Ltd. - Ordinary Share,,
NYSE,SMAR,Smartsheet Inc. Class A Common Stock,Technology,Software - Application
NASDAQ,LILM,Lilium N.V. - Class A Ordinary Shares,,
NYSE,BF.B,Brown Forman Inc Class B Common Stock,Consumer Defensive,Beverages - Wineries & Distilleries
NASDAQ,OESX,"Orion Energy Systems, Inc. - Common Stock",,
TSXV,ALV,Alvopetro Energy Ltd.,,
TSX,DBO,D-Box Technologies Inc.,,
OTC,VODAF,Vodacom Group Ltd Ord,,
NYSE,PL,Planet Labs PBC Class A Common Stock,Industrials,Aerospace & Defense
AMEX,IDW,IDW Media Holdings Class B Common Stock,,
NYSE,PD,"PagerDuty, Inc. Common Stock",Technology,Software - Application
NYSE,SHLX,"Shell Midstream Partners, L.P. Common Units representing Limited Partner Interests",,
NYSE,SHEL,Royal Dutch Shell PLC American Depositary Shares (each representing two (2) Ordinary Shares) ,,
NYSE,DOCS,"Doximity, Inc. Class A Common Stock",Healthcare,Health Information Services
OTC,TSBA,Touchstone Bankshares,,
TSX,TXP,Touchstone Exploration Inc.,,
NYSE,MS,Morgan Stanley Common Stock,Financial Services,Capital Markets
NASDAQ,HOFT,Hooker Furnishings Corporation - Common Stock,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
NYSE,U,Unity Software Inc. Common Stock,Technology,Software - Application
NYSE,BCS,Barclays PLC Common Stock,,
NASDAQ,YELL,Yellow Corporation - Common Stock,,
TSX,PAT,Patriot One Technologies Inc.,,
NYSE,SHOP,Shopify Inc. Class A Subordinate Voting Shares,,
NASDAQ,PFHC,ProFrac Holding Corp. - Class A Common Stock,,
NASDAQ,IMPP,Imperial Petroleum Inc. - Common Shares,Energy,Oil & Gas Midstream
TSX,IPCO,International Petroleum Corporation,Energy,Oil & Gas E&P
NYSE,GIS,"General Mills, Inc. Common Stock",Consumer Defensive,Packaged Foods
TSXV,MNOW,Mednow Inc.,,
OTC,MDCLF,Medincell,,
NASDAQ,RNW,ReNew Energy Global plc - Class A Shares,Utilities,Utilities - Renewable
NASDAQ,SLDP,"Solid Power, Inc. - Class A Common Stock",Consumer Cyclical,Auto Parts
OTC,ETCC,Environmental Tectonics,,
NASDAQ,OCC,Optical Cable Corporation - Common Stock,Technology,Communication Equipment
OTC,UMGNF,Universal Music Group,Communication Services,Entertainment
NASDAQ,CME,CME Group Inc. - Class A Common Stock,Financial Services,Financial Data & Stock Exchanges
NYSE,WLYB,"John Wiley & Sons, Inc. Common Stock",Communication Services,Publishing
TSX,MFC,Manulife Financial Corporation,Financial Services,Insurance - Life
OTC,LNVGF,Lenovo Group Ltd Ord,,
NYSE,KODK,Eastman Kodak Company Common New,Industrials,Specialty Business Services
NYSE,PKE,Park Aerospace Corp. Common Stock,Industrials,Aerospace & Defense
OTC,FBBPF,Fibra Prologis Reit Ctfs,Real Estate,REIT - Industrial
TSX,DXT,Dexterra Group Inc.,,
OTC,YAMHY,Yamaha Motor Co Unsp/Adr,,
NASDAQ,ASNS,"Actelis Networks, Inc. - Common Stock",,
OTC,POSAF,Posabit Systems Corp,Technology,Software - Application
OTC,TGODF,Green Organic Dutchman,,
OTC,GNRS,Greenrose Acq Corp,,
NYSE,TDCX,"TDCX Inc. American Depositary Shares, each representing one Class A ordinary share",Industrials,Specialty Business Services
OTC,AFHIQ,Atlas Financial Hldgs Inc,,
NYSE,BBAR,Banco BBVA Argentina S.A. ADS,Financial Services,Banks - Regional
TSXV,PINK,"Perimeter Medical Imaging AI, Inc.",Healthcare,Medical Devices
NYSE,SES,SES AI Corporation Class A Common Stock,Consumer Cyclical,Auto Parts
NASDAQ,LGMK,"LogicMark, Inc. - Common Stock",Healthcare,Health Information Services
OTC,NLCP,Newlake Cap Partners Inc,Real Estate,REIT - Specialty
NASDAQ,SURG,"SurgePays, Inc. - Common Stock",Technology,Software - Application
OTC,SUBCY,Subsea 7 S.A. S/Adr,Energy,Oil & Gas Equipment & Services
NASDAQ,LOGI,Logitech International S.A. - Registered Shares,Technology,Computer Hardware
NYSE,BXSL,Blackstone Secured Lending Fund Common Shares of Beneficial Interest,Financial Services,Asset Management
NASDAQ,CYAN,Cyanotech Corporation - Common Stock,,
TSX,XTC,Exco Technologies Limited,Consumer Cyclical,Auto Parts
TSX,IAU,i-80 Gold Corp.,Basic Materials,Gold
OTC,SDMHF,Sartorius Stedim Biotech,,
OTC,TSSI,Tss Inc,Technology,Information Technology Services
NASDAQ,VALN,Valneva SE - American Depositary Shares,Healthcare,Biotechnology
OTC,BRIBF,Brii Bioscience Ltd,,
OTC,MDOUF,Maisons Du Monde Sa,,
OTC,THNPF,Technip Energies Nv,Energy,Oil & Gas Equipment & Services
NASDAQ,INDIW,"indie Semiconductor, Inc. - Warrant",,
TSX,PEA,Pieridae Energy Limited,Energy,Oil & Gas E&P
OTC,ALFVF,Alfa-Laval Ab,Industrials,Specialty Industrial Machinery
NYSE,MDC,"M.D.C. Holdings, Inc. Common Stock",Consumer Cyclical,Residential Construction
NYSE,CFG,"Citizens Financial Group, Inc. Common Stock",Financial Services,Banks - Regional
NYSE,AFB,AllianceBernstein National Municipal Income Fund Inc,,
NASDAQ,AERC,"AeroClean Technologies, Inc. - Common Stock",,
NASDAQ,MDXH,MDxHealth SA - Ordinary Shares,Healthcare,Diagnostics & Research
OTC,NSRGF,Nestle S.A Reg Ord,,
OTC,VESTF,Vesta,,
NYSE,VZIO,VIZIO Holding Corp. Class A Common Stock,Technology,Consumer Electronics
OTC,AUSAF,Australis Capital Inc,,
NASDAQ,ARBE,Arbe Robotics Ltd. - Ordinary Shares,Technology,Software - Infrastructure
TSXV,BWLK,Boardwalktech Software Corp.,Technology,Software - Application
TSX,TCS,TECSYS Inc.,,
OTC,MXCHF,Orbia Advance Corp Sab,Basic Materials,Chemicals
OTC,YRAIF,Yara International Asa,Basic Materials,Agricultural Inputs
NASDAQ,CDMO,"Avid Bioservices, Inc. - Common Stock",Healthcare,Biotechnology
TSX,BBD.A,Bombardier Inc.,Industrials,Aerospace & Defense
NYSE,AN,"AutoNation, Inc. Common Stock",Consumer Cyclical,Auto & Truck Dealerships
NYSE,EC,Ecopetrol S.A. American Depositary Shares,Energy,Oil & Gas Integrated
NYSE,ZVIA,Zevia PBC Class A Common Stock,Consumer Defensive,Beverages - Non-Alcoholic
NASDAQ,HHS,"Harte Hanks, Inc. - Common Stock",Industrials,Conglomerates
NYSE,OPA,Magnum Opus Acquisition Limited Class A Ordinary Shares,,
NASDAQ,MICS,"The Singing Machine Company, Inc. - Common Stock",Technology,Consumer Electronics
NYSE,NOK,Nokia Corporation Sponsored American Depositary Shares,Technology,Communication Equipment
NYSE,VZ,Verizon Communications Inc. Common Stock,Communication Services,Telecom Services
NYSE,NUE,Nucor Corporation Common Stock,Basic Materials,Steel
NYSE,SAM,"Boston Beer Company, Inc. (The) Common Stock",Consumer Defensive,Beverages - Brewers
NASDAQ,SIVB,SVB Financial Group - Common Stock,,
NYSE,GE,General Electric Company Common Stock,,
OTC,SHLRF,Schindler Hldg Ag Akt,,
NYSE,C,"Citigroup, Inc. Common Stock",Financial Services,Banks - Diversified
TSX,FN,First National Financial Corporation,,
NASDAQ,CHRD,Chord Energy Corporation - Common Stock,Energy,Oil & Gas E&P
NYSE,EHAB,"Enhabit, Inc. Common Stock",Healthcare,Medical Care Facilities
NYSE,ENOV,Enovis Corporation Common Stock,Industrials,Specialty Industrial Machinery
NYSE,BALL,Ball Corporation Common Stock,Consumer Cyclical,Packaging & Containers
NASDAQ,KNBE,"KnowBe4, Inc. - Class A Common Stock",,
NASDAQ,GRTS,"Gritstone bio, Inc. - Common Stock",Healthcare,Biotechnology
TSX,DRR.U,Dream Residential Real Estate Investment Trust,Real Estate,REIT - Residential
NYSE,PNNT,PennantPark Investment Corporation Common Stock,Financial Services,Asset Management
NYSE,RITM,Rithm Capital Corp. Common Stock,Real Estate,REIT - Mortgage
NASDAQ,FTAI,FTAI Aviation Ltd. - Common Stock,Industrials,Rental & Leasing Services
NYSE,EVEX,"Eve Holding, Inc. Common Stock",Industrials,Aerospace & Defense
NYSE,CTRE,"CareTrust REIT, Inc. Common Stock",Real Estate,REIT - Healthcare Facilities
NASDAQ,EGIO,"Edgio, Inc. - Common Stock",Technology,Software - Infrastructure
NASDAQ,DAWN,"Day One Biopharmaceuticals, Inc. - Common Stock",Healthcare,Biotechnology
NYSE,VVX,"V2X, Inc. Common Stock",Industrials,Aerospace & Defense
NYSE,STR,Sitio Royalties Corp. Class A Common Stock,Energy,Oil & Gas E&P
NYSE,ENFN,"Enfusion, Inc. Class A Common Stock",Technology,Software - Application
NASDAQ,NLTX,"Neoleukin Therapeutics, Inc. - Common Stock",,
NASDAQ,TKLF,"Tokyo Lifestyle Co., Ltd. - American Depositary Shares",Consumer Cyclical,Specialty Retail
NYSE,RACE,Ferrari N.V. Common Shares,Consumer Cyclical,Auto Manufacturers
NYSE,MATV,"Mativ Holdings, Inc. Common Stock",Basic Materials,Specialty Chemicals
NYSE,GETY,"Getty Images Holdings, Inc. Class A Common Stock",Communication Services,Internet Content & Information
NASDAQ,NCPL,Netcapital Inc. - Common Stock,Financial Services,Capital Markets
NYSE,SMR,NuScale Power Corporation Class A Common Stock,Industrials,Specialty Industrial Machinery
NYSE,CTV,Innovid Corp. Common Stock,Communication Services,Advertising Agencies
TSX,KXS,Kinaxis Inc.,Technology,Software - Application
NYSE,ACHR,Archer Aviation Inc. Class A Common Stock,Industrials,Aerospace & Defense
NASDAQ,AADI,"Aadi Bioscience, Inc. - Common Stock",Healthcare,Biotechnology
NYSE,DO,"Diamond Offshore Drilling, Inc. Common Stock",Energy,Oil & Gas Drilling
NASDAQ,QURE,uniQure N.V. - Ordinary Shares,,
OTC,ESLOF,Essilor Luxottica,Healthcare,Medical Instruments & Supplies
NASDAQ,LIVE,Live Ventures Incorporated - Common Stock,Consumer Cyclical,Home Improvement Retail
NASDAQ,OIG,"Orbital Infrastructure Group, Inc. - Common Stock",,
TSX,PRL,Propel Holdings Inc.,,
NASDAQ,CEAD,CEA Industries Inc. - Common Stock,Industrials,Farm & Heavy Construction Machinery
NASDAQ,WALD,Waldencast plc - Class A Ordinary Share,Consumer Defensive,Household & Personal Products
NASDAQ,BLTE,"Belite Bio, Inc - American Depositary Shares",Healthcare,Biotechnology
NASDAQ,RGTI,"Rigetti Computing, Inc.  - Common stock",Technology,Computer Hardware
NASDAQ,HFFG,HF Foods Group Inc. - Common Stock,Consumer Defensive,Food Distribution
OTC,LIFD,Lftd Partners Inc,Healthcare,Drug Manufacturers - Specialty & Generic
NASDAQ,IMCR,Immunocore Holdings plc - American Depositary Shares,Healthcare,Biotechnology
NASDAQ,TSVT,"2seventy bio, Inc. - Common Stock",Healthcare,Biotechnology
TSX,GFP,GreenFirst Forest Products Inc.,Basic Materials,Lumber & Wood Production
NASDAQ,POAI,Predictive Oncology Inc. - Common Stock,Healthcare,Medical Instruments & Supplies
NASDAQ,TNON,"Tenon Medical, Inc. - Common Stock",Healthcare,Medical Devices
NYSE,GROV,"Grove Collaborative Holdings, Inc. Class A Common Stock",Consumer Defensive,Household & Personal Products
NASDAQ,VIGL,"Vigil Neuroscience, Inc. - Common Stock",,
AMEX,GROY,Gold Royalty Corp. Common Shares,Basic Materials,Gold
NYSE,NOTE,"FiscalNote Holdings, Inc. Class A common stock",Technology,Information Technology Services
NASDAQ,CETX,Cemtrex Inc. - Common Stock,Technology,Software - Infrastructure
NASDAQ,KAL,Kalera Public Limited Company - Ordinary Shares,,
AMEX,EP,Empire Petroleum Corporation Common Stock,,
NASDAQ,PET,Wag! Group Co. - Common Stock,Technology,Software - Application
NYSE,QBTS,D-Wave Quantum Inc. Common Shares,Technology,Computer Hardware
AMEX,MAG,MAG Silver Corporation Ordinary Shares,,
TSX,CPH,Cipher Pharmaceuticals Inc.,,
TSX,KNT,K92 Mining Inc.,Basic Materials,Gold
NYSE,BAM,Brookfield Asset Management Inc Class A Limited Voting Shares,Financial Services,Asset Management
NASDAQ,LMFA,"LM Funding America, Inc. - Common Stock",Financial Services,Credit Services
NASDAQ,VRME,"VerifyMe, Inc. - Common Stock",Industrials,Security & Protection Services
NASDAQ,PGY,Pagaya Technologies Ltd. - Class A Ordinary Shares,Technology,Software - Infrastructure
NASDAQ,EVTV,"Envirotech Vehicles, Inc. - Common stock",,
NASDAQ,INTR,Inter & Co. Inc. - Class A Common Shares,Financial Services,Banks - Regional
NASDAQ,SBIG,"SpringBig Holdings, Inc. - Common Stock",Technology,Software - Application
NASDAQ,OMEX,"Odyssey Marine Exploration, Inc. - Common Stock",,
NASDAQ,GNUS,"Genius Brands International, Inc. - Common Stock",,
NASDAQ,QNRX,"Quoin Pharmaceuticals, Ltd. - American Depositary Shares",Healthcare,Biotechnology
NASDAQ,NAAS,NaaS Technology Inc. - American Depositary Shares,Consumer Cyclical,Specialty Retail
NASDAQ,ALVO,Alvotech - Ordinary Shares,Healthcare,Drug Manufacturers - Specialty & Generic
OTC,NYAXF,Nyax Ltd,,
NASDAQ,CLNN,Clene Inc. - Common Stock,,
NASDAQ,EDBL,Edible Garden AG Incorporated - Common Stock,Consumer Defensive,Farm Products
NYSE,FRO,Frontline Plc Ordinary Shares,Energy,Oil & Gas Midstream
NASDAQ,REFI,"Chicago Atlantic Real Estate Finance, Inc. - Common Stock",Real Estate,REIT - Mortgage
OTC,NETTF,Netease Inc,,
NASDAQ,RELI,"Reliance Global Group, Inc. - Common Stock",Financial Services,Insurance Brokers
OTC,XIACF,Xiaomi Corp,,
OTC,TOMDF,Todos Med Ltd Ord,,
OTC,BSEM,Biostem Technologies New,Healthcare,Biotechnology
AMEX,NILE,"BitNile Holdings, Inc. Common Stock",,
NYSE,WPM,Wheaton Precious Metals Corp Common Shares (Canada),Basic Materials,Gold
NASDAQ,HTHT,H World Group Limited - American Depositary Shares,Consumer Cyclical,Lodging
NYSE,RY,Royal Bank Of Canada Common Stock,,
NYSE,SID,Companhia Siderurgica Nacional S.A. Common Stock,,
NYSE,TD,Toronto Dominion Bank (The) Common Stock,,
NYSE,CM,Canadian Imperial Bank of Commerce Common Stock,,
OTC,VLXGF,Volex Group Plc Ord,,
OTC,KFFLF,Kefi Gold And Copper Plc,,
OTC,CILLF,Capital Limited,,
OTC,GCWOF,Grupo Cementos De Chihuah,Basic Materials,Building Materials
NASDAQ,SASI,"Sigma Additive Solutions, Inc. - Common Stock",Technology,Information Technology Services
NASDAQ,KNDI,"Kandi Technologies Group, Inc. - Ordinary Shares",Consumer Cyclical,Auto Parts
NYSE,RGR,"Sturm, Ruger & Company, Inc. Common Stock",Industrials,Aerospace & Defense
NASDAQ,SYM,Symbotic Inc. - Class A Common Stock,Industrials,Specialty Industrial Machinery
OTC,VSBGF,Vsblty Groupe Tech,,
